Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
ANANDRATHI.NS,1.07,5.87,66.44,EMA,10/20,1.97,100.0,-2.42,-11.98,1
ANANDRATHI.NS,1.07,5.87,66.44,EMA,12/26,1.78,100.0,-2.58,-11.98,1
ANANDRATHI.NS,1.07,5.87,66.44,EMA,50/100,0.0,0.0,-2.3,-11.98,0
ANANDRATHI.NS,1.07,5.87,66.44,EMA,50/200,0.0,0.0,-2.3,-11.98,0
ANANDRATHI.NS,1.07,5.87,66.44,EMA,20/50,-0.94,0.0,-2.44,-11.98,1
