Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
ATHERENERG.NS,2.89,11.44,75.5,SMA,10/20,0.42,75.0,2.15,-24.23,4
ATHERENERG.NS,2.89,11.44,75.5,SMA,50/200,0.0,0.0,2.2,-21.48,0
ATHERENERG.NS,2.89,11.44,75.5,SMA,20/50,-1.19,50.0,2.21,-21.81,2
ATHERENERG.NS,2.89,11.44,75.5,SMA,12/26,-3.99,50.0,2.38,-20.41,4
ATHERENERG.NS,2.89,11.44,75.5,SMA,50/100,-5.36,0.0,2.34,-21.48,1
