symbol,MarketSigma,trend_strength,noise,MA_Type,MA_Pair,Return,StrategyAggr,WinRate,Sharpe,MaxDrawdown,Trades
WHIRLPOOL.NS,2.23,7.09,77.35,SMA,12/26,7.722072616941245,7.3758901825819345,0.4,-0.8306353955609344,-6.853511919813271,10
WHIRLPOOL.NS,2.23,7.09,77.35,SMA,10/20,4.684443782429959,6.741046431658409,0.45454545454545453,-0.1658075663384979,-4.08572787661563,11
WHIRLPOOL.NS,2.23,7.09,77.35,SMA,20/50,-8.134883703607699,3.414726389505793,0.2,-2.7198039679066413,-6.033718047648184,5
