Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
IRB.NS,1.68,3.28,87.46,SMA,12/26,0.0,0.0,-1.66,-13.72,0
IRB.NS,1.68,3.28,87.46,SMA,20/50,0.0,0.0,-1.66,-13.72,0
IRB.NS,1.68,3.28,87.46,SMA,50/100,0.0,0.0,-1.66,-13.72,0
IRB.NS,1.68,3.28,87.46,SMA,50/200,0.0,0.0,-1.66,-13.72,0
IRB.NS,1.68,3.28,87.46,SMA,10/20,-1.34,0.0,-1.99,-15.03,1
