Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
OBEROIRLTY.NS,2.17,10.1,66.23,EMA,10/20,2.77,50.0,-2.05,-19.08,2
OBEROIRLTY.NS,2.17,10.1,66.23,EMA,12/26,0.96,50.0,-2.49,-21.15,2
OBEROIRLTY.NS,2.17,10.1,66.23,EMA,50/100,-0.3,0.0,-2.13,-19.56,1
OBEROIRLTY.NS,2.17,10.1,66.23,EMA,50/200,-0.3,0.0,-2.13,-19.56,1
OBEROIRLTY.NS,2.17,10.1,66.23,EMA,20/50,-2.83,0.0,-1.85,-17.89,2
