symbol,MarketSigma,trend_strength,noise,MA_Type,MA_Pair,Return,StrategyAggr,WinRate,Sharpe,MaxDrawdown,Trades
GUJGASLTD.NS,2.16,2.54,92.8,SMA,20/50,-0.8793928522996319,3.7516653177272943,0.4,-1.6683049104359582,-5.469096752577396,5
GUJGASLTD.NS,2.16,2.54,92.8,SMA,12/26,-12.387096389880082,4.287776651082289,0.15384615384615385,-2.2395981466548824,-10.349740689804321,13
GUJGASLTD.NS,2.16,2.54,92.8,SMA,10/20,-16.67369963731964,5.963589541417097,0.26666666666666666,-1.5433702390265789,-12.218761837613867,15
