Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
KAJARIACER.NS,2.0,8.98,67.64,EMA,10/20,-12.63,0.0,0.12,-29.4,5
