symbol,volatility,trend_strength,noise,MA_Type,MA_Pair,Return,Volatility,WinRate,Sharpe,MaxDrawdown,Trades
CRISIL.NS,2.18,8.64,72.92,EMA,50/200,4.164285714285709,2.1325224963553513,1.0,-1.5039635868025079,0.0,1
CRISIL.NS,2.18,8.64,72.92,EMA,50/100,2.395167286245359,2.382973651816276,1.0,-1.5291616312796235,0.0,1
CRISIL.NS,2.18,8.64,72.92,EMA,20/50,2.3546748727533595,5.305694758719482,0.5,-0.5050518450793321,-2.4118810345496233,2
CRISIL.NS,2.18,8.64,72.92,EMA,10/20,1.797937558533813,4.769628008555995,0.6666666666666666,-0.21387914352681933,-2.029296603263575,3
CRISIL.NS,2.18,8.64,72.92,EMA,12/26,-0.6336952647677307,2.9080082787877983,0.3333333333333333,-1.9398436304903035,-1.4037710773320389,3
