symbol,MarketSigma,trend_strength,noise,MA_Type,MA_Pair,Return,StrategyAggr,WinRate,Sharpe,MaxDrawdown,Trades
Nifty200 Alpha 30,1.49,0.88,96.02,SMA,10/20,-17.40626968840204,6.676272667399397,0.14285714285714285,-1.8560922930743848,-15.458162629443073,14
Nifty200 Alpha 30,1.49,0.88,96.02,SMA,12/26,-21.71459082181142,4.847946386640293,0.0,-3.1239527729578445,-15.6005331137536,9
