Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
HINDZINC.NS,3.11,17.57,67.64,EMA,50/100,-2.13,0.0,4.76,-8.32,1
HINDZINC.NS,3.11,17.57,67.64,EMA,50/200,-2.13,0.0,4.76,-8.32,1
HINDZINC.NS,3.11,17.57,67.64,EMA,20/50,-3.36,0.0,4.88,-8.14,2
HINDZINC.NS,3.11,17.57,67.64,EMA,10/20,-5.72,0.0,4.93,-8.14,2
HINDZINC.NS,3.11,17.57,67.64,EMA,12/26,-5.75,0.0,4.63,-8.14,2
