symbol,MarketSigma,trend_strength,noise,MA_Type,MA_Pair,Return,StrategyAggr,WinRate,Sharpe,MaxDrawdown,Trades
Nifty PSU Bank,1.86,3.2,88.23,SMA,10/20,-6.302109420366375,6.685573143297841,0.25,-1.0971885106670967,-13.820745964057036,16
Nifty PSU Bank,1.86,3.2,88.23,SMA,12/26,-13.10706145843048,9.929406661814657,0.3076923076923077,-0.2884513447737192,-6.375041394500047,13
