Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
TRITURBINE.NS,1.21,13.92,23.66,EMA,50/100,-2.04,0.0,-2.09,-14.62,1
TRITURBINE.NS,1.21,13.92,23.66,EMA,50/200,-2.04,0.0,-2.09,-14.62,1
TRITURBINE.NS,1.21,13.92,23.66,EMA,20/50,-3.39,0.0,-2.36,-15.76,2
TRITURBINE.NS,1.21,13.92,23.66,EMA,12/26,-3.54,0.0,-2.1,-14.62,2
TRITURBINE.NS,1.21,13.92,23.66,EMA,10/20,-5.23,25.0,-2.17,-14.62,4
