symbol,MarketSigma,trend_strength,noise,MA_Type,MA_Pair,Return,StrategyAggr,WinRate,Sharpe,MaxDrawdown,Trades
SAIL.NS,2.06,8.9,73.77,EMA,10/20,15.675238746080566,10.34098334227207,0.7,0.646390354964304,-9.550916398201458,10
SAIL.NS,2.06,8.9,73.77,EMA,12/26,2.9168168912827808,10.647229330408758,0.6666666666666666,0.7035623797416428,-7.3614267545627605,9
