Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
HOMEFIRST.NS,4.04,3.44,93.85,SMA,12/26,-4.31,50.0,0.74,-26.65,6
HOMEFIRST.NS,4.04,3.44,93.85,SMA,10/20,-7.82,37.5,0.71,-25.29,8
