symbol,MarketSigma,trend_strength,noise,MA_Type,MA_Pair,Return,StrategyAggr,WinRate,Sharpe,MaxDrawdown,Trades
SBIN.NS,2.1,15.51,46.45,EMA,10/20,-6.362364588252179,6.6261305721594015,0.2,-1.4444244833468216,-8.250021727932067,5
SBIN.NS,2.1,15.51,46.45,EMA,12/26,-8.15957566751484,6.123971537675264,0.2,-1.5793748410076613,-6.669323503252301,5
