Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
INDIANB.NS,2.27,11.76,65.13,EMA,50/200,3.16,100.0,0.87,-13.14,2
INDIANB.NS,2.27,11.76,65.13,EMA,20/50,2.67,100.0,0.83,-13.14,2
INDIANB.NS,2.27,11.76,65.13,EMA,12/26,1.16,50.0,0.88,-13.14,2
INDIANB.NS,2.27,11.76,65.13,EMA,10/20,0.92,50.0,0.98,-13.14,2
INDIANB.NS,2.27,11.76,65.13,EMA,50/100,-1.28,50.0,1.25,-13.14,2
