symbol,MarketSigma,trend_strength,noise,MA_Type,MA_Pair,Return,StrategyAggr,WinRate,Sharpe,MaxDrawdown,Trades
AUBANK.NS,1.64,5.67,77.73,SMA,10/20,11.546518106850678,7.668174370129825,0.625,0.17951367846245095,-3.090010593057224,8
AUBANK.NS,1.64,5.67,77.73,SMA,20/50,3.526558321415618,9.41301408931106,0.5,-0.8371252128197363,-11.190108478339411,6
AUBANK.NS,1.64,5.67,77.73,SMA,12/26,-8.825139405619687,5.009468723277158,0.4444444444444444,-0.9175906400752744,-7.295126519598627,9
