symbol,volatility,trend_strength,noise,MA_Type,MA_Pair,Return,Volatility,WinRate,Sharpe,MaxDrawdown,Trades
CANBK.NS,2.23,2.15,93.72,SMA,10/20,-1.3835156244703217,7.097491223354782,0.5,-0.5442021589501437,-6.592239684101974,6
CAPLIPOINT.NS,1.49,2.47,89.71,SMA,10/20,-2.828530730195067,9.16850975440204,0.375,-0.5377798625699172,-4.411913175164084,8
CGCL.NS,2.11,11.01,66.7,EMA,10/20,-29.139167930923215,16.21469788441116,0.0,-2.021570097042957,-23.57658062619674,8
CARBORUNIV.NS,1.85,12.14,60.56,EMA,10/20,0.8780507222346801,3.5859151971489345,0.4,-0.9136370118202715,-2.7767157961379407,5
CASTROLIND.NS,0.85,1.81,86.3,SMA,10/20,-12.651737232927228,7.822173084784325,0.14285714285714285,-2.2541278891373224,-10.851291965424092,7
CEATLTD.NS,2.47,1.69,95.49,SMA,20/50,4.640866962269863,6.756323557429403,1.0,-0.21440807564068867,-3.959226377204206,2
CENTRALBK.NS,1.74,5.68,79.22,SMA,10/20,6.272949299692843,9.190848226982494,0.5714285714285714,0.12588036934560665,-3.5470969782174455,7
CDSL.NS,3.1,5.55,86.54,SMA,10/20,-3.916464820827459,6.048594942705739,0.42857142857142855,-1.5979326921415515,-5.51439590379138,7
CENTURYPLY.NS,2.64,0.68,98.24,SMA,12/26,-0.7037077827492744,3.826836582816094,0.6,-1.3339590827370207,-1.8172640080767466,5
CERA.NS,1.24,3.12,83.99,SMA,10/20,-2.9034243649738167,6.427845241293542,0.4,-1.7131015229661886,-5.704016891750041,5
CHALET.NS,1.68,2.13,91.2,SMA,10/20,-5.396336063442786,7.761242702149215,0.42857142857142855,-0.9683214879149024,-6.218276084654562,7
CHAMBLFERT.NS,1.58,4.99,80.99,SMA,50/100,0.0,0.0,0.0,0.0,0.0,0
CHENNPETRO.NS,2.87,6.25,86.4,SMA,12/26,20.070596759744163,14.317981081148709,0.6666666666666666,1.1705485645947409,-1.0058867234383095,6
CHOICEIN.NS,1.76,11.17,59.63,EMA,50/200,4.830964587454933,7.911451540620955,1.0,0.33102277623879656,0.0,2
CHOLAHLDNG.NS,2.01,14.14,54.14,EMA,10/20,-2.5031510329062034,9.401624716948948,0.3333333333333333,-0.7501575877717354,-10.1145730878485,6
CHOLAFIN.NS,2.11,1.46,95.05,SMA,12/26,-6.449052633743957,9.047986671860095,0.2,-1.5375964144609142,-10.881824391400297,5
CIPLA.NS,1.2,9.26,45.11,EMA,20/50,-8.00139697576987,6.676123977108133,0.14285714285714285,-1.6579605951569734,-5.563597579859403,7
CUB.NS,3.13,4.04,91.4,SMA,10/20,17.305613533517917,8.932632656409902,0.8,-0.3573240274756256,-5.865636243640049,5
CLEAN.NS,1.77,7.5,65.9,EMA,10/20,-0.12816517931719673,2.8417396067287095,0.5,-1.9862191930452477,-2.1213136729222537,2
COALINDIA.NS,2.35,3.45,90.25,SMA,10/20,-3.850146074708871,5.721008776903197,0.16666666666666666,-1.0722511434622697,-5.067389857314286,6
COCHINSHIP.NS,2.76,7.24,81.72,SMA,10/20,0.6294170687481504,6.801886586342593,0.5,-0.6891973743602778,-4.202761234434216,4
COFORGE.NS,2.22,8.06,77.28,SMA,10/20,-9.007219123861244,6.674098678139038,0.16666666666666666,-1.2098875641620441,-6.030144668116821,6
COHANCE.NS,1.77,27.77,31.47,EMA,10/20,-5.70353585515071,5.098038942120355,0.16666666666666666,-1.663701101109775,-2.9368503628162346,6
COLPAL.NS,1.45,3.75,81.77,SMA,12/26,-0.6554718070955312,6.330937948302469,0.4,-0.882877525303655,-3.584678579802092,5
CAMS.NS,1.85,7.73,75.11,SMA,10/20,5.793511169208099,8.099312988408174,0.5,0.5067165037640575,-2.9261954359330433,8
CONCORDBIO.NS,1.93,17.1,51.86,EMA,10/20,9.182396981435236,5.182153997766426,0.75,-0.32861115185494777,-1.3850559750064995,4
CONCOR.NS,1.67,0.69,97.05,SMA,10/20,-10.331013865320104,8.65947081773421,0.2857142857142857,-1.323330297955203,-5.453457418994001,7
COROMANDEL.NS,1.54,1.65,92.78,SMA,10/20,3.33051800452977,9.533351660641756,0.8,-0.3988123875218621,-8.07212040118782,5
CRAFTSMAN.NS,2.79,6.38,85.05,SMA,10/20,4.934861223172993,13.38769893700637,0.42857142857142855,0.40065856462008914,-3.718116884839584,7
CREDITACC.NS,3.67,6.48,88.1,SMA,12/26,3.0478986925972285,6.954763881875267,0.5,-0.7325771277683593,-7.802959448684621,6
CROMPTON.NS,2.1,2.9,91.13,SMA,10/20,-6.439094422354352,8.935100582201077,0.2,-1.0180137453614808,-8.859438975366828,5
CUMMINSIND.NS,1.91,6.11,78.63,SMA,10/20,15.785814853629198,9.63422968376946,0.8571428571428571,1.2137808386918838,-3.8154769404313504,7
CYIENT.NS,2.3,2.13,93.81,SMA,10/20,-10.351297926479186,6.740198776057939,0.14285714285714285,-1.6856734637446142,-7.400491312450274,7
DCMSHRIRAM.NS,1.61,7.25,71.11,EMA,12/26,-0.07119184340056428,5.100657601466026,0.4,-1.9949194012819376,-5.558143983050146,5
DLF.NS,2.41,1.07,97.18,SMA,10/20,-15.208211929461513,8.052310458737068,0.0,-1.96971985491226,-10.642824318929623,6
DOMS.NS,1.9,10.35,66.75,EMA,50/100,-6.378531991713432,6.639323949323309,0.2,-1.8974055617693375,-6.971820822234198,5
DABUR.NS,1.03,2.7,83.83,SMA,12/26,-2.3733363597424284,6.245856429153053,0.3333333333333333,-1.575932354083846,-4.105180656301832,6
DALBHARAT.NS,2.04,3.31,90.1,SMA,10/20,4.071627241783893,6.43524658566777,0.5,-0.10061582759967938,-3.1644431117005323,6
DATAPATTNS.NS,4.95,6.36,90.93,SMA,10/20,4.718151145120553,7.322552760537697,0.75,0.026906014168004984,-2.761366555355771,4
DEEPAKFERT.NS,2.3,22.57,39.97,EMA,12/26,-10.737746650349656,7.701488233941754,0.3333333333333333,-2.3635713006284926,-13.680862646020698,6
DEEPAKNTR.NS,1.94,1.37,95.47,SMA,10/20,-2.6827209552050313,6.421517333218726,0.3333333333333333,-0.8961061684423997,-5.544764918967671,6
DELHIVERY.NS,2.14,7.43,78.83,SMA,50/100,1.8298434693353904,1.5504213138400897,1.0,-3.313373762990275,0.0,1
DEVYANI.NS,2.28,17.13,58.09,EMA,10/20,1.3405584471530174,4.589243440164961,0.4,-1.963675530079621,-4.130073013430069,5
DIVISLAB.NS,1.76,8.95,69.32,EMA,12/26,-2.009104986818211,5.258770231154411,0.4,-1.4782058149103976,-5.207143062937558,5
DIXON.NS,2.9,3.36,92.36,SMA,12/26,7.790031714208312,6.03945922329682,0.6666666666666666,-0.19450496788907906,-4.47329660138559,3
AGARWALEYE.NS,1.71,11.99,58.32,EMA,12/26,6.172429734431306,7.544203047694771,0.5714285714285714,-0.7713717786183505,-6.604972901939366,7
LALPATHLAB.NS,1.62,1.78,93.15,SMA,10/20,-4.722329558461524,6.067063494717838,0.375,-1.426024003621877,-3.6600616693800547,8
DRREDDY.NS,1.92,2.57,89.72,SMA,10/20,-2.535621213213901,8.958755018909995,0.4,-0.9831700656994325,-7.014988207268214,5
EIDPARRY.NS,1.87,11.56,57.23,EMA,50/200,3.0381956333861204,2.894362821826527,0.5,-1.3545019931154387,-0.9858501507770789,2
EIHOTEL.NS,1.62,10.68,60.95,EMA,12/26,-7.021362993068525,7.777460290288782,0.2,-1.514507147014273,-7.2597630709750565,5
EICHERMOT.NS,1.51,4.39,81.35,SMA,12/26,1.0400793946369502,5.64394031960146,0.4,-0.8522332257134836,-4.945391000436916,5
ELECON.NS,4.65,19.26,69.06,EMA,10/20,-16.782893967320366,6.712946946193317,0.16666666666666666,-1.6812689046657592,-7.490499877141432,6
ELGIEQUIP.NS,2.06,9.04,75.06,SMA,10/20,-8.944367328086022,6.468566961735986,0.16666666666666666,-2.6514267681542645,-9.887162953853379,6
EMAMILTD.NS,1.45,8.43,67.86,EMA,10/20,-8.879796787811756,4.840146905606881,0.25,-3.0133298353410973,-7.516133951419423,8
EMCURE.NS,2.04,1.3,95.93,SMA,10/20,-0.9472346424553746,9.128916775191296,0.5,0.45709751233773377,-3.695896571107371,8
ENDURANCE.NS,1.55,5.38,78.93,SMA,20/50,1.626254188207632,2.309743412564172,0.5,-2.7595572693799317,-1.555241365380744,2
ENGINERSIN.NS,2.39,16.81,56.67,EMA,10/20,-12.19822869861622,12.738565907877295,0.2727272727272727,-0.7042669903350587,-8.119598012952379,11
ERIS.NS,1.64,10.29,59.58,EMA,12/26,31.850076729874456,6.585712357045917,0.75,0.4030379520432912,-1.8942992874109277,4
ESCORTS.NS,2.22,1.43,95.85,SMA,12/26,-11.559589544410088,10.313029095269018,0.16666666666666666,-1.0618767650576095,-7.195442809771613,6
ETERNAL.NS,3.3,0.28,99.48,SMA,50/100,1.0580719204284827,2.3601166898745167,1.0,-2.5071773007149356,-1.0902830910481942,1
EXIDEIND.NS,1.8,3.98,85.95,SMA,10/20,-10.598833619224635,6.023800440579455,0.2,-1.1197311842071511,-5.68042118574319,5
NYKAA.NS,2.25,9.05,69.88,EMA,10/20,2.2693549965598248,9.885255117253894,0.6,0.24372406236124483,-4.385840540668284,5
FEDERALBNK.NS,2.55,12.34,61.13,EMA,12/26,4.106788352650215,5.620709817195754,0.6,-0.029175550815651256,-2.3060421880586435,5
FACT.NS,2.04,12.72,63.19,EMA,10/20,-4.511629917772108,6.4413521413481,0.5,-1.4526036335059005,-8.104950870975248,6
FINCABLES.NS,1.66,7.56,70.84,EMA,10/20,-13.119960315901535,5.207636605895986,0.0,-3.186505084721875,-9.329885282245643,5
FINPIPE.NS,1.3,4.7,77.12,SMA,10/20,-5.073872682671032,5.863886236811395,0.4,-1.2716015776527256,-7.925702770822484,5
FSL.NS,1.85,9.44,68.81,EMA,10/20,9.439994816898455,7.9931715775588925,0.5555555555555556,0.12660396314375155,-4.400007741030587,9
FIVESTAR.NS,2.94,16.9,51.89,EMA,10/20,24.14507730482891,16.905018762596914,0.8,1.2942437506223496,-2.2162011949423466,5
FORCEMOT.NS,3.54,8.67,84.98,SMA,12/26,7.030845740976921,7.458412168969408,0.75,0.22253528399412129,-2.4656350446951025,4
FORTIS.NS,1.61,8.47,66.67,EMA,50/100,0.7839065798324496,4.898313072831465,0.5,-1.1221501118646457,-2.77736299835748,2
GAIL.NS,1.86,0.83,96.93,SMA,10/20,1.1397054913335536,9.10367271280372,0.3333333333333333,0.1581426623700485,-4.319267907039725,6
GVT&D.NS,3.77,6.93,87.77,SMA,12/26,5.758897559263265,8.699748784440262,0.6,0.1630333870705255,-4.467002739105119,5
GMRAIRPORT.NS,2.21,11.09,65.03,EMA,10/20,7.859752101032758,5.823182735181717,0.6,0.3225914651901921,-3.4400091367597585,5
GRSE.NS,3.68,3.26,93.72,SMA,10/20,17.55093141030988,22.761596865284638,0.5,0.4860029328709965,-8.95789398122936,6
GICRE.NS,1.14,1.97,89.64,SMA,10/20,-6.069426029025959,5.541431938815878,0.2857142857142857,-2.5795564780993567,-11.1243228106642,7
GILLETTE.NS,2.26,5.92,80.85,SMA,10/20,-9.312064614106074,4.972408711443236,0.2,-2.7457024417824316,-7.128492023877109,5
GLAND.NS,2.19,10.14,69.01,EMA,10/20,-4.757827492519628,7.0001260658084234,0.4,-0.601415593828329,-5.219250543800669,5
GLAXO.NS,2.05,1.99,93.87,SMA,12/26,5.166799114264076,8.4666670139925,0.5,0.004320083109801396,-6.404307166229928,6
GLENMARK.NS,1.72,3.61,86.15,SMA,10/20,5.299091513526544,7.515230620915093,0.5,0.6620134870847862,-3.6867446752372635,6
MEDANTA.NS,2.56,7.86,82.15,SMA,10/20,-1.7225589516370654,10.160040662390369,0.4,-0.5577000685366339,-6.128381106176817,5
GODIGIT.NS,1.39,8.02,64.71,EMA,12/26,3.0623416327850927,6.959337187811526,0.42857142857142855,-1.2661109981873686,-7.496002205569729,7
GPIL.NS,2.66,9.32,79.68,SMA,12/26,6.105182312445523,9.730804288724801,0.8,0.09080818327803611,-4.740711106665996,5
GODFRYPHLP.NS,2.18,15.31,57.64,EMA,10/20,2.785996581028205,4.778707251256626,0.6666666666666666,-0.22227416694823057,-0.7299270072992692,3
GODREJAGRO.NS,2.37,2.86,92.21,SMA,10/20,-2.015400919412913,5.533489751765392,0.4,-1.0445915721789094,-4.616343985124227,5
GODREJCP.NS,1.56,3.89,81.58,SMA,10/20,0.9533006712497238,6.211169258615718,0.4,-0.822762425372957,-6.492192484740034,5
GODREJIND.NS,1.65,1.5,94.11,SMA,10/20,0.5906302415472631,6.970134071811759,0.2857142857142857,-2.2263486000496595,-9.0626094495039,7
GODREJPROP.NS,3.46,14.65,73.58,EMA,10/20,-6.675660964387021,5.227189911432068,0.3333333333333333,-1.715077776118147,-5.3043057273293615,6
GRANULES.NS,2.54,6.35,84.65,SMA,10/20,0.5826650009667311,5.004668035947481,0.4,-0.852791690483564,-2.504454563452785,5
GRAPHITE.NS,3.25,8.41,83.69,SMA,10/20,2.77904241070408,9.07862123197781,0.5,-0.5693255726991074,-6.868335828915228,6
GRASIM.NS,1.51,2.16,91.15,SMA,10/20,-0.5302704884240561,6.632608638401064,0.4,-0.4626140342201017,-3.4140076304781664,5
GRAVITA.NS,2.89,10.62,77.58,SMA,10/20,-0.7257764172425518,4.730561151762178,0.2,-1.2682534823306315,-2.5636179222941036,5
GESHIP.NS,1.8,8.04,72.09,EMA,12/26,-2.890182992887158,8.837899679679808,0.3333333333333333,-0.39296803012554665,-6.940681723571074,6
FLUOROCHEM.NS,1.74,15.3,50.38,EMA,10/20,4.770394192918648,7.044175214619447,0.5555555555555556,-0.8656054675734188,-6.628177699815884,9
GUJGASLTD.NS,1.77,0.14,99.53,SMA,50/200,0.0,0.0,0.0,0.0,0.0,0
GMDCLTD.NS,3.87,5.38,89.77,SMA,10/20,-6.156985858972586,5.1907182288420275,0.14285714285714285,-1.8079016747480616,-6.440778072800823,7
GSPL.NS,1.4,6.93,71.0,EMA,10/20,-1.265181292588513,7.061200198594435,0.4,-0.3744709518559225,-4.1683194794670975,5
HEG.NS,2.86,15.05,69.66,EMA,12/26,-2.268303010321149,8.229915516950648,0.16666666666666666,-0.6798109283652736,-4.613870259984254,6
HBLENGINE.NS,3.89,20.41,68.39,EMA,12/26,-6.156247508270251,5.83918810108917,0.4,-1.5452382484144813,-5.788880412757658,5
HCLTECH.NS,1.41,4.07,80.41,SMA,10/20,5.619226154073176,8.469507792228931,0.5,-0.3244388438835724,-2.9353939509308535,6
HDFCAMC.NS,2.21,7.78,79.45,SMA,50/100,1.5080667593880603,3.311884102006514,1.0,-1.6551082528828271,-2.2273425499231836,1
HDFCBANK.NS,0.85,0.22,98.33,SMA,10/20,0.4402272507515237,6.9332275947171205,0.375,-1.0963119558756145,-5.730383662614069,8
HDFCLIFE.NS,1.05,6.19,65.01,EMA,10/20,-3.869626589312092,6.338521149606772,0.2857142857142857,-1.5740594451642589,-9.69635304085349,7
HFCL.NS,3.17,1.09,97.92,SMA,10/20,-12.278422678487178,5.896034216755018,0.0,-2.8382058047998373,-9.685112082646208,5
HAPPSTMNDS.NS,1.41,12.34,52.16,EMA,50/100,0.0,0.0,0.0,0.0,0.0,0
HAVELLS.NS,2.01,7.5,71.49,EMA,10/20,-4.282455941716079,6.445964530333502,0.2857142857142857,-0.8859811736125304,-5.034294466271572,7
HEROMOTOCO.NS,1.56,0.34,98.67,SMA,10/20,0.8850754955728624,5.433462344817194,0.4,-0.9108084630876585,-5.888916739619043,5
HEXT.NS,1.83,4.77,83.58,SMA,20/50,5.749740793276836,5.03967561138514,1.0,-0.1688849140868594,-1.523084819722087,2
HSCL.NS,1.76,5.97,77.82,SMA,12/26,4.183570522284952,6.714719317876433,0.6,0.12982772388405656,-2.873020866100451,5
HINDALCO.NS,2.65,4.62,88.95,SMA,10/20,6.934984077977213,8.380839661378312,0.6,0.08238028428559785,-5.379628478222431,5
HAL.NS,2.86,8.84,79.3,SMA,10/20,-3.0614042048431322,8.189067624274863,0.4,-0.4521119373914022,-4.781855052377915,5
HINDCOPPER.NS,7.17,11.34,88.4,SMA,10/20,-0.9846628316572237,4.883070767927336,0.5,-1.254218271429102,-4.2891094464785,6
HINDPETRO.NS,2.19,3.21,90.19,SMA,10/20,7.4443301918218685,7.857189625029243,0.6,0.3612866020783397,-5.180030925557755,5
HINDUNILVR.NS,1.2,2.17,88.63,SMA,10/20,-0.7750416881700528,7.167645347376325,0.5,-0.35432741127915773,-3.051923949354529,6
HINDZINC.NS,4.94,2.94,96.2,SMA,10/20,-1.7191796035580076,3.1139715258865674,0.4,-2.2720299382260243,-2.5664594703027843,5
POWERINDIA.NS,3.37,0.14,99.76,SMA,10/20,10.547124705106281,7.9893900307962635,1.0,1.2064521021479453,-1.2220755731534472,5
HOMEFIRST.NS,4.04,3.44,93.85,SMA,12/26,-4.310656382804579,7.903374164550579,0.5,-1.394660663509137,-8.602208899873286,6
HONASA.NS,1.41,5.83,73.53,EMA,50/200,-2.3703125000000047,0.48663681468384634,0.0,-14.517094427176685,-0.4672712153011571,1
HONAUT.NS,1.84,2.1,92.93,SMA,10/20,1.5688728823400222,8.096086528871295,0.4,-0.3599783474055987,-5.080893167535772,5
HUDCO.NS,2.46,10.58,72.73,EMA,10/20,-3.800200596187542,8.630602352938459,0.3333333333333333,-0.4673421621103952,-4.210881412350398,6
HYUNDAI.NS,1.65,3.67,85.09,SMA,10/20,-10.335516757847717,5.2968375489325235,0.16666666666666666,-3.585773729115961,-11.433888257511226,6
ICICIBANK.NS,1.46,0.13,99.48,SMA,10/20,-4.302504212359459,9.518861943224904,0.3333333333333333,-1.0085102948770024,-9.340764469695062,6
ICICIGI.NS,1.02,1.82,89.75,SMA,10/20,-3.0095479601571107,8.884068126531748,0.2,-0.9938912421572478,-5.457550243980824,5
ICICIPRULI.NS,1.4,4.97,78.68,SMA,10/20,7.482212552222345,7.052816945707432,0.42857142857142855,0.4829351440365755,-2.7756360832691063,7
IDBI.NS,2.28,10.22,73.15,EMA,10/20,13.788407005589498,11.45267209115782,0.5,0.7039803106805902,-8.38554974195931,8
IDFCFIRSTB.NS,1.61,1.03,95.44,SMA,12/26,7.928606682021266,4.87362214017828,0.6,-1.039372200302341,-3.2393400342406897,5
IFCI.NS,4.86,5.71,91.56,SMA,10/20,-4.630560449669474,5.813801969892942,0.42857142857142855,-1.7847853320404368,-8.408634334763288,7
IIFL.NS,4.27,23.29,57.8,EMA,20/50,4.018105171914388,9.39287262312457,0.5,0.03973185401859557,-3.328768294145401,4
INOXINDIA.NS,1.44,1.01,95.67,SMA,12/26,-1.8701061386893536,5.98431342314238,0.2,-1.4616573731362315,-3.7323114494276277,5
IRB.NS,1.81,2.63,91.22,SMA,10/20,-7.436675739516563,5.340221817068742,0.16666666666666666,-1.979622016699404,-6.587624639004785,6
IRCON.NS,2.72,12.61,70.04,EMA,12/26,-8.547827796640728,5.918850101921859,0.3333333333333333,-1.997943973522862,-7.701918842671751,6
ITCHOTELS.NS,1.98,6.36,80.43,SMA,10/20,-7.298263072993372,6.9287255715876075,0.14285714285714285,-1.7614829737584519,-6.726270985699612,7
ITC.NS,1.8,3.37,87.04,SMA,10/20,-13.720457408749631,4.5578344674414994,0.0,-2.931462634403053,-7.941234745218539,5
ITI.NS,1.94,9.22,68.88,EMA,10/20,3.923176927961758,5.502550184466674,0.5,-0.5943343837648207,-2.19607843137255,6
INDGN.NS,1.57,5.76,74.91,EMA,12/26,-7.752501994308214,5.665383257923379,0.16666666666666666,-2.2337231082711106,-7.015918312747682,6
INDIACEM.NS,2.75,2.57,93.77,SMA,20/50,0.5783296374804126,1.7907641871947784,1.0,-3.7194859137957903,-1.3205792953318807,2
INDIAMART.NS,2.78,4.33,87.54,SMA,10/20,-9.724085066345689,5.337759903275061,0.0,-2.2959737116582617,-6.104995232721033,5
INDIANB.NS,2.67,2.73,92.16,SMA,10/20,-5.330667375857779,8.102696799444027,0.16666666666666666,-0.9735564788983552,-7.231391983731584,6
IEX.NS,2.52,12.59,68.77,EMA,10/20,1.5900457245131117,7.875586946477307,0.6666666666666666,-0.13878562356679425,-3.0301072489985925,6
INDHOTEL.NS,1.55,1.43,94.45,SMA,12/26,-0.6073499013155015,6.5440737276010115,0.5,-0.2552385905718396,-5.08064484963019,6
IOC.NS,1.51,11.16,55.48,EMA,12/26,8.203670935874353,6.253073184080002,0.6666666666666666,0.9229244827218989,-2.3299663299663376,6
IOB.NS,1.66,6.2,77.02,SMA,10/20,-9.002178550706896,5.453465471888028,0.3333333333333333,-2.7368540535465513,-7.851523648592718,6
IRCTC.NS,1.64,2.77,89.18,SMA,10/20,-12.638816669386099,5.563969213685489,0.0,-2.865150312511237,-9.430085067025152,6
IRFC.NS,2.22,9.93,68.85,EMA,10/20,11.80315273745871,13.1251020254045,0.42857142857142855,0.6809481911557582,-4.875908895755732,7
IREDA.NS,2.14,11.85,69.01,EMA,12/26,2.287591874399464,7.745444171549493,0.4,-0.37806752350003264,-3.8562166228014005,5
IGL.NS,1.4,5.81,72.84,EMA,10/20,-8.541282267050054,7.865902724226712,0.125,-1.0887849355672623,-8.649281388709507,8
INDUSTOWER.NS,1.97,2.3,92.44,SMA,50/200,2.1097874443895215,5.836088957334659,1.0,-0.550976136728353,-3.0550878037045925,1
INDUSINDBK.NS,1.67,2.42,88.87,SMA,10/20,5.079405326275532,8.742028631788784,0.75,-0.0908724311506721,-4.248269333175525,4
NAUKRI.NS,1.81,14.38,57.18,EMA,10/20,-7.733766480719528,7.411267810978581,0.14285714285714285,-1.7221891264354834,-9.627659640582486,7
INFY.NS,2.25,6.63,74.95,EMA,10/20,-6.017451916472927,11.873889868369046,0.25,-0.6206787758684101,-13.342620949952078,8
INOXWIND.NS,2.32,17.0,60.08,EMA,12/26,1.2249995843300443,6.084536465541725,0.4,-0.6887675318505715,-3.1482179460701643,5
INTELLECT.NS,2.72,14.43,67.47,EMA,10/20,-0.916613751500106,3.472828682323762,0.6,-1.9364260443702006,-1.9765494137353512,5
INDIGO.NS,2.28,1.35,95.79,SMA,10/20,-9.221045847185504,9.35906653085223,0.2857142857142857,-1.204503207795021,-6.210104286983931,7
IGIL.NS,2.91,7.33,80.55,SMA,12/26,9.315551202639494,6.045594931315534,0.6666666666666666,0.3206911164406508,-2.2302969552687735,6
IKS.NS,1.63,5.47,79.61,SMA,10/20,5.694359142245697,6.0019467389512995,0.4,-0.17672271758962754,-2.1252575404543728,5
IPCALAB.NS,1.83,10.05,65.35,EMA,12/26,-1.220586610351737,7.592417405024829,0.3333333333333333,-1.0048031684732448,-8.203518206418225,6
JBCHEPHARM.NS,1.47,1.33,94.38,SMA,10/20,0.8962281098769287,7.5481372197636745,0.4,-1.0972567489648388,-7.0884557684191,5
JKCEMENT.NS,2.25,0.09,99.76,SMA,12/26,3.3973505125425296,3.725588378575162,0.5,-0.88865021562662,-0.34309623430961445,2
JBMA.NS,2.45,14.59,65.0,EMA,50/200,0.685435837982773,1.162620364448742,1.0,-6.774965833995741,-1.1486962649753352,1
JKTYRE.NS,1.92,3.2,88.05,SMA,10/20,7.155288069897225,9.612202645265798,0.5,0.1450928740375739,-3.925341543197991,6
JMFINANCIL.NS,2.28,17.5,56.86,EMA,10/20,-16.002796096234828,7.357972793098197,0.3333333333333333,-0.9272520188521083,-6.128426665167175,6
JSWENERGY.NS,2.64,3.49,90.84,SMA,10/20,-6.539325996006163,6.240613023874729,0.16666666666666666,-1.8520616311814784,-7.489406081754868,6
JSWINFRA.NS,1.82,7.88,68.91,EMA,12/26,-8.333381300098107,7.340305056733875,0.2,-1.1120281813600361,-4.005045726900047,5
JSWSTEEL.NS,1.58,6.68,71.7,EMA,10/20,6.465187627365365,8.116815961173756,0.5,0.11237864951715926,-3.3073741128992196,6
JPPOWER.NS,2.58,16.0,61.3,EMA,12/26,0.41222854692937183,7.774526092173328,0.5,0.24924767138042683,-1.2022303786280442,4
J&KBANK.NS,2.04,1.55,94.73,SMA,10/20,-3.9629606919944993,9.700932113545646,0.2857142857142857,-0.817886953829295,-9.579374867137002,7
JINDALSAW.NS,4.43,2.46,95.44,SMA,10/20,-4.518084841821091,10.049404534028291,0.3333333333333333,-0.861727232975834,-8.102944613435348,6
JSL.NS,3.22,7.06,84.19,SMA,12/26,5.3135081736608525,9.012823610312692,0.3333333333333333,-0.2244712667458,-5.928235062605913,6
JINDALSTEL.NS,1.91,17.78,49.09,EMA,10/20,2.684699068596208,8.729554317123373,0.5714285714285714,-0.09923984105557274,-3.8453597605037637,7
JIOFIN.NS,2.67,6.67,81.24,SMA,10/20,-8.930917380866099,6.46910957936226,0.2857142857142857,-1.6072544682812435,-8.372331051720128,7
JUBLFOOD.NS,1.77,4.31,83.37,SMA,12/26,3.6555609263170696,6.302597036682095,0.5,-0.40154109225504236,-3.3275588277753676,4
JUBLINGREA.NS,2.08,18.08,55.38,EMA,12/26,-1.2811068957645055,7.0317339782876225,0.5,-1.2586690790473543,-6.687051093623364,6
JUBLPHARMA.NS,2.32,10.54,71.79,EMA,12/26,-5.507590842997834,4.615989410869404,0.3333333333333333,-1.432968332663748,-4.375110914990488,6
JWL.NS,4.05,6.6,88.54,SMA,10/20,2.261974945394618,6.687570789374678,0.5,-0.3997661645714164,-2.888184533638294,4
JYOTHYLAB.NS,1.33,15.7,38.32,EMA,10/20,-8.20963476266876,7.193289630113217,0.16666666666666666,-2.1758619793754628,-8.602753414532183,6
JYOTICNC.NS,2.61,22.09,45.13,EMA,10/20,4.887589805290071,8.665853046643628,0.5714285714285714,0.24582041111387848,-4.68025899201071,7
KPRMILL.NS,3.19,4.88,90.01,SMA,12/26,8.888634515542693,6.947741729586308,0.75,0.1000924329637583,-2.631136516476118,4
KEI.NS,2.13,9.92,69.25,EMA,12/26,6.380577405409427,8.337937935248505,0.4,0.2780983329943416,-3.0760684912909175,5
KPITTECH.NS,2.37,13.25,59.39,EMA,12/26,-6.389020000771428,5.620552885850567,0.16666666666666666,-2.5301535607430066,-8.276464177754983,6
KSB.NS,2.07,7.76,78.45,SMA,10/20,0.6209452382349268,8.6280018776973,0.5,-0.21583008325991396,-6.246486354450598,6
KAJARIACER.NS,2.0,8.98,67.64,EMA,10/20,-12.628538840130933,3.236967411678355,0.0,-4.462263626452366,-7.329953411908685,5
KPIL.NS,1.97,6.02,81.77,SMA,10/20,-0.3483200290914312,5.262551672310564,0.4,-0.33619414572974327,-2.5719557816500593,5
KALYANKJIL.NS,3.24,27.51,40.24,EMA,10/20,-0.8028146519753587,6.828731724071736,0.5714285714285714,-1.1770461627974806,-4.855592308443846,7
KARURVYSYA.NS,3.22,6.61,84.62,SMA,10/20,5.930808944331312,6.668261679127367,0.6,0.23464366320745242,-2.147066735138037,5
KAYNES.NS,2.44,13.17,66.52,EMA,20/50,6.059757805598043,4.477584868817821,1.0,-0.48422072547057776,0.0,1
KEC.NS,2.8,18.18,62.86,EMA,10/20,4.072891196118578,11.453054643349816,0.6,-0.11277982118798235,-3.6585319072823808,5
KFINTECH.NS,1.58,8.26,65.61,EMA,10/20,10.641973838941944,6.668520233229079,0.6666666666666666,0.8162891147576271,-1.7970593574151317,6
KIRLOSBROS.NS,2.37,7.33,79.39,SMA,12/26,-11.998238644100567,5.160290852761622,0.4,-1.230129859165154,-3.391241027774883,5
KIRLOSENG.NS,2.17,8.13,76.99,SMA,10/20,-0.9174003446674295,11.505014035263573,0.375,-0.37908845331943575,-5.497233853053718,8
KOTAKBANK.NS,1.42,0.72,96.47,SMA,10/20,-3.3580562183297524,6.359219456768105,0.4,-1.2217305130657332,-4.102795311091079,5
KIMS.NS,2.16,9.27,71.7,EMA,12/26,2.6192122017318242,7.531510207672512,0.4,-0.6969790058419911,-5.248918873899521,5
