Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
KAYNES.NS,2.32,15.22,58.73,EMA,10/20,0,0,-4.42,-51.82,0
KAYNES.NS,2.32,15.22,58.73,EMA,12/26,0,0,-4.42,-51.82,0
KAYNES.NS,2.32,15.22,58.73,EMA,20/50,0,0,-4.42,-51.82,0
KAYNES.NS,2.32,15.22,58.73,EMA,50/100,0,0,-4.42,-51.82,0
KAYNES.NS,2.32,15.22,58.73,EMA,50/200,0,0,-4.42,-51.82,0
