symbol,MarketSigma,trend_strength,noise,MA_Type,MA_Pair,Return,StrategyAggr,WinRate,Sharpe,MaxDrawdown,Trades
NAVINFLUOR.NS,1.81,3.84,86.35,SMA,12/26,19.015147165136547,6.257147888286572,0.8571428571428571,-0.1574011206231004,-4.424050332628426,7
NAVINFLUOR.NS,1.81,3.84,86.35,SMA,10/20,0.6280827762502161,5.758449759510994,0.5,-0.8269926925609918,-7.203900228875693,8
