symbol,volatility,trend_strength,noise,MA_Type,MA_Pair,Return,Volatility,WinRate,Sharpe,MaxDrawdown,Trades
IREDA.NS,2.14,11.85,69.01,EMA,12/26,2.287591874399464,7.745444171549493,0.4,-0.37806752350003264,-3.8562166228014005,5
IREDA.NS,2.14,11.85,69.01,EMA,10/20,-6.444860289174237,6.7198221488815335,0.3333333333333333,-0.8203405659631419,-2.8513088699761435,6
