symbol,volatility,trend_strength,noise,MA_Type,MA_Pair,Return,Volatility,WinRate,Sharpe,MaxDrawdown,Trades
MANYAVAR.NS,1.3,16.22,36.97,EMA,20/50,0.33762626262627826,1.8910221260320061,1.0,-3.4117606439991452,-1.6331041257367507,1
MANYAVAR.NS,1.3,16.22,36.97,EMA,50/100,0.0,0.0,0.0,0.0,0.0,0
MANYAVAR.NS,1.3,16.22,36.97,EMA,50/200,0.0,0.0,0.0,0.0,0.0,0
MANYAVAR.NS,1.3,16.22,36.97,EMA,12/26,-2.490237797246564,1.6498175377052844,0.0,-5.073176799810551,-1.6300585310592308,1
MANYAVAR.NS,1.3,16.22,36.97,EMA,10/20,-3.1136360893916026,5.487218100455431,0.3333333333333333,-1.3639759430096956,-2.6955907836467508,3
