symbol,MarketSigma,trend_strength,noise,MA_Type,MA_Pair,Return,StrategyAggr,WinRate,Sharpe,MaxDrawdown,Trades
BANDHANBNK.NS,3.09,8.07,79.01,SMA,20/50,-7.3199552128768826,6.679595906214715,0.2857142857142857,-1.2208366025760344,-9.275315524408168,7
BANDHANBNK.NS,3.09,8.07,79.01,SMA,10/20,-10.162459316678497,6.42999277770543,0.38461538461538464,-1.3795742467261507,-7.796739203133529,13
BANDHANBNK.NS,3.09,8.07,79.01,SMA,12/26,-11.8596909623783,6.301457824679463,0.14285714285714285,-2.5201625691852545,-16.897399318122908,7
