symbol,MarketSigma,trend_strength,noise,MA_Type,MA_Pair,Return,StrategyAggr,WinRate,Sharpe,MaxDrawdown,Trades
POLYCAB.NS,2.15,15.03,47.59,EMA,10/20,3.0348931240900656,7.2279032751966605,0.6,0.5340608309964642,-3.3936938077751,5
POLYCAB.NS,2.15,15.03,47.59,EMA,12/26,-2.4646450012976273,8.616559732972567,0.6,0.23465693676721078,-4.7825316769635196,5
