Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
KALYANKJIL.NS,3.28,24.14,47.67,EMA,10/20,4.44,100.0,-3.6,-30.92,2
KALYANKJIL.NS,3.28,24.14,47.67,EMA,50/100,2.2,100.0,-3.35,-29.74,1
KALYANKJIL.NS,3.28,24.14,47.67,EMA,50/200,2.2,100.0,-3.35,-29.74,1
KALYANKJIL.NS,3.28,24.14,47.67,EMA,20/50,1.78,50.0,-3.25,-28.97,2
KALYANKJIL.NS,3.28,24.14,47.67,EMA,12/26,1.71,50.0,-3.28,-29.49,2
