Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
HSCL.NS,1.35,7.05,67.28,EMA,10/20,0.34,50.0,-0.94,-13.17,2
HSCL.NS,1.35,7.05,67.28,EMA,12/26,-2.17,50.0,-1.34,-13.17,2
HSCL.NS,1.35,7.05,67.28,EMA,20/50,-4.01,0.0,-1.07,-13.17,2
HSCL.NS,1.35,7.05,67.28,EMA,50/200,-4.89,0.0,-0.93,-13.17,2
HSCL.NS,1.35,7.05,67.28,EMA,50/100,-5.45,0.0,-0.98,-13.17,2
