Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
JPPOWER.NS,2.58,16.0,61.3,EMA,12/26,0.41,50.0,0.08,-49.26,4
JPPOWER.NS,2.58,16.0,61.3,EMA,50/200,0.3,50.0,0.2,-45.83,2
JPPOWER.NS,2.58,16.0,61.3,EMA,10/20,-0.13,50.0,0.07,-49.26,4
JPPOWER.NS,2.58,16.0,61.3,EMA,50/100,-7.02,0.0,0.29,-45.83,3
JPPOWER.NS,2.58,16.0,61.3,EMA,20/50,-22.2,0.0,0.49,-41.42,4
