Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
AGARWALEYE.NS,1.71,11.99,58.32,EMA,12/26,6.17,57.14,0.43,-26.31,7
AGARWALEYE.NS,1.71,11.99,58.32,EMA,10/20,0.76,50.0,0.31,-25.39,8
