Date,Open,High,Low,Close,Volume
2023-02-06 00:00:00+05:30,1689.05,1711.2,1675.0,1682.5,229189
2023-02-07 00:00:00+05:30,1687.0,1705.0,1675.0,1681.0,394151
2023-02-08 00:00:00+05:30,1682.0,1702.9,1679.0,1691.55,298880
2023-02-09 00:00:00+05:30,1690.05,1692.75,1659.95,1683.5,182524
2023-02-10 00:00:00+05:30,1680.0,1716.3,1680.0,1698.75,558715
2023-02-13 00:00:00+05:30,1700.1,1713.8,1680.5,1686.75,415724
2023-02-14 00:00:00+05:30,1689.0,1702.0,1656.5,1695.05,313716
2023-02-15 00:00:00+05:30,1692.0,1726.55,1691.45,1713.0,376742
2023-02-16 00:00:00+05:30,1720.1,1721.95,1705.0,1711.05,192720
2023-02-17 00:00:00+05:30,1695.25,1714.0,1645.9,1655.4,259075
2023-02-20 00:00:00+05:30,1662.7,1694.15,1654.35,1658.6,311132
2023-02-21 00:00:00+05:30,1665.45,1687.95,1641.0,1654.35,397282
2023-02-22 00:00:00+05:30,1656.35,1659.95,1620.0,1623.4,299210
2023-02-23 00:00:00+05:30,1631.55,1638.85,1593.6,1600.35,372437
2023-02-24 00:00:00+05:30,1608.4,1631.95,1592.65,1597.7,583620
2023-02-27 00:00:00+05:30,1600.0,1601.85,1518.0,1529.35,1006087
2023-02-28 00:00:00+05:30,1528.0,1528.85,1501.65,1518.2,764471
2023-03-01 00:00:00+05:30,1515.0,1546.4,1485.5,1535.25,1213624
2023-03-02 00:00:00+05:30,1535.05,1562.15,1534.65,1542.3,378843
2023-03-03 00:00:00+05:30,1550.05,1562.0,1545.0,1553.6,325275
2023-03-06 00:00:00+05:30,1568.25,1587.65,1562.4,1579.3,311578
2023-03-08 00:00:00+05:30,1579.3,1585.65,1563.1,1567.3,170181
2023-03-09 00:00:00+05:30,1575.15,1575.15,1535.75,1541.45,373122
2023-03-10 00:00:00+05:30,1539.8,1539.8,1497.05,1519.05,279845
2023-03-13 00:00:00+05:30,1525.1,1525.1,1483.0,1497.05,461430
2023-03-14 00:00:00+05:30,1504.95,1535.75,1494.8,1527.85,428843
2023-03-15 00:00:00+05:30,1552.15,1575.0,1538.0,1547.05,649405
2023-03-16 00:00:00+05:30,1546.9,1595.2,1540.05,1588.15,417049
2023-03-17 00:00:00+05:30,1597.0,1597.0,1557.05,1575.45,411062
2023-03-20 00:00:00+05:30,1500.1,1581.9,1500.1,1546.05,791764
2023-03-21 00:00:00+05:30,1566.0,1585.0,1558.75,1570.2,497876
2023-03-22 00:00:00+05:30,1570.0,1575.7,1536.0,1545.0,212294
2023-03-23 00:00:00+05:30,1549.0,1559.95,1531.2,1548.45,318030
2023-03-24 00:00:00+05:30,1552.0,1554.75,1500.0,1506.15,330586
2023-03-27 00:00:00+05:30,1515.0,1522.15,1493.25,1506.6,188098
2023-03-28 00:00:00+05:30,1507.0,1514.7,1471.0,1495.25,515860
2023-03-29 00:00:00+05:30,1500.95,1523.5,1490.0,1516.45,459704
2023-03-31 00:00:00+05:30,1524.85,1555.0,1524.35,1534.0,610495
2023-04-03 00:00:00+05:30,1542.05,1543.65,1504.0,1514.05,529013
2023-04-05 00:00:00+05:30,1514.0,1520.9,1502.75,1513.7,563910
2023-04-06 00:00:00+05:30,1515.9,1534.95,1505.15,1529.9,350202
2023-04-10 00:00:00+05:30,1534.95,1551.75,1522.7,1549.8,153553
2023-04-11 00:00:00+05:30,1555.0,1561.7,1541.9,1557.3,185692
2023-04-12 00:00:00+05:30,1560.0,1570.0,1536.1,1538.5,260581
2023-04-13 00:00:00+05:30,1543.95,1549.45,1520.25,1530.3,204380
2023-04-17 00:00:00+05:30,1531.2,1535.6,1513.0,1529.8,270864
2023-04-18 00:00:00+05:30,1534.75,1551.4,1522.0,1547.25,477347
2023-04-19 00:00:00+05:30,1562.0,1562.0,1495.05,1501.2,929406
2023-04-20 00:00:00+05:30,1510.5,1512.0,1482.45,1508.7,540536
2023-04-21 00:00:00+05:30,1515.0,1521.0,1482.0,1498.8,1161378
2023-04-24 00:00:00+05:30,1508.75,1508.75,1465.25,1477.7,589163
