Date,Open,High,Low,Close,Volume
2023-02-06 00:00:00+05:30,99.35,102.9,99.35,100.3,100704
2023-02-07 00:00:00+05:30,100.9,101.15,99.25,100.0,94762
2023-02-08 00:00:00+05:30,99.95,101.9,99.5,100.75,121223
2023-02-09 00:00:00+05:30,100.9,101.9,99.55,100.2,142631
2023-02-10 00:00:00+05:30,100.75,101.35,100.05,100.3,87097
2023-02-13 00:00:00+05:30,100.7,101.05,99.0,99.45,71637
2023-02-14 00:00:00+05:30,99.05,99.9,98.4,98.85,87787
2023-02-15 00:00:00+05:30,98.8,99.75,98.15,98.8,76808
2023-02-16 00:00:00+05:30,99.7,99.9,99.0,99.4,74317
2023-02-17 00:00:00+05:30,99.6,99.8,98.05,98.4,94646
2023-02-20 00:00:00+05:30,98.45,98.9,97.1,97.7,108002
2023-02-21 00:00:00+05:30,97.85,98.5,96.55,97.15,161234
2023-02-22 00:00:00+05:30,98.0,105.8,98.0,99.25,5281584
2023-02-23 00:00:00+05:30,99.25,100.5,97.25,97.8,317574
2023-02-24 00:00:00+05:30,98.3,98.7,96.8,97.3,157984
2023-02-27 00:00:00+05:30,97.7,99.0,94.0,94.6,197565
2023-02-28 00:00:00+05:30,95.55,95.55,93.3,94.25,120148
2023-03-01 00:00:00+05:30,94.5,96.55,94.4,95.35,188383
2023-03-02 00:00:00+05:30,95.5,96.45,94.4,94.65,109132
2023-03-03 00:00:00+05:30,94.95,95.75,94.6,95.0,148785
2023-03-06 00:00:00+05:30,95.7,96.5,95.1,95.4,174717
2023-03-08 00:00:00+05:30,96.4,96.4,94.65,95.35,105611
2023-03-09 00:00:00+05:30,95.05,96.2,95.05,95.3,81495
2023-03-10 00:00:00+05:30,94.8,94.8,93.8,94.2,82442
2023-03-13 00:00:00+05:30,94.45,94.75,91.4,91.95,121367
2023-03-14 00:00:00+05:30,92.0,94.2,89.7,90.95,112143
2023-03-15 00:00:00+05:30,91.75,92.2,90.3,90.75,89659
2023-03-16 00:00:00+05:30,91.9,91.9,88.2,89.4,125706
2023-03-17 00:00:00+05:30,90.75,90.95,89.0,90.25,115663
2023-03-20 00:00:00+05:30,90.2,94.35,88.6,89.25,95362
2023-03-21 00:00:00+05:30,90.45,90.5,88.55,88.7,77477
2023-03-22 00:00:00+05:30,89.45,89.75,88.65,88.95,58278
2023-03-23 00:00:00+05:30,88.95,89.25,87.15,87.65,100136
2023-03-24 00:00:00+05:30,88.8,99.95,88.3,98.2,16645375
2023-03-27 00:00:00+05:30,94.45,96.4,88.15,90.85,2884242
2023-03-28 00:00:00+05:30,90.4,91.2,86.55,87.1,856394
2023-03-29 00:00:00+05:30,88.6,94.8,88.6,90.35,7582782
2023-03-31 00:00:00+05:30,91.9,92.55,89.0,90.15,683284
2023-04-03 00:00:00+05:30,91.3,91.8,90.25,91.0,300017
