Date,Open,High,Low,Close,Volume
2025-01-31 00:00:00+05:30,1024.0,1050.0,1004.65,1034.8,231501
2025-02-01 00:00:00+05:30,1044.0,1102.65,1032.34,1091.5,184904
2025-02-03 00:00:00+05:30,1076.2,1086.55,1045.2,1068.65,180083
2025-02-04 00:00:00+05:30,1075.95,1099.8,1059.2,1085.6,186651
2025-02-05 00:00:00+05:30,1100.0,1192.0,1086.1,1160.0,848314
2025-02-06 00:00:00+05:30,1148.2,1158.0,1118.7,1125.7,149519
2025-02-07 00:00:00+05:30,1126.95,1161.5,1116.0,1134.0,214178
2025-02-10 00:00:00+05:30,1142.35,1142.35,1084.3,1097.95,171387
2025-02-11 00:00:00+05:30,1087.2,1090.0,1061.5,1078.5,115480
2025-02-12 00:00:00+05:30,1062.3,1075.05,1022.1,1026.35,240752
2025-02-13 00:00:00+05:30,991.1,991.1,935.0,953.65,1407394
2025-02-14 00:00:00+05:30,948.0,952.2,905.75,921.7,414844
2025-02-17 00:00:00+05:30,740.0,914.25,740.0,906.85,1136192
2025-02-18 00:00:00+05:30,901.3,904.1,880.65,900.5,140643
2025-02-19 00:00:00+05:30,885.0,939.55,877.65,927.7,282505
2025-02-20 00:00:00+05:30,914.45,952.95,911.05,924.9,240792
2025-02-21 00:00:00+05:30,923.35,1033.85,921.0,994.1,3781116
2025-02-24 00:00:00+05:30,980.0,986.45,911.3,923.3,856915
2025-02-25 00:00:00+05:30,923.3,1107.95,916.55,1061.95,6471297
2025-02-27 00:00:00+05:30,1039.9,1056.15,935.0,968.75,3984843
2025-02-28 00:00:00+05:30,963.95,979.05,900.1,915.75,1590379
2025-03-03 00:00:00+05:30,915.75,965.0,895.0,932.65,1830716
2025-03-04 00:00:00+05:30,932.65,1072.0,920.45,996.45,14456756
2025-03-05 00:00:00+05:30,979.0,1032.0,971.95,1022.15,1906321
2025-03-06 00:00:00+05:30,1020.05,1105.0,1006.15,1054.95,3750983
2025-03-07 00:00:00+05:30,1040.0,1096.65,1040.0,1053.65,1235799
2025-03-10 00:00:00+05:30,1054.9,1075.95,1010.0,1030.6,1114810
2025-03-11 00:00:00+05:30,1021.0,1025.95,998.05,1016.45,547398
2025-03-12 00:00:00+05:30,1016.9,1052.65,991.05,1004.65,800573
2025-03-13 00:00:00+05:30,1006.0,1028.5,991.2,1013.55,758015
2025-03-17 00:00:00+05:30,1018.5,1086.0,1018.5,1067.45,2726052
2025-03-18 00:00:00+05:30,1076.0,1099.0,1060.4,1085.75,980048
2025-03-19 00:00:00+05:30,1085.75,1159.4,1082.15,1119.8,2530736
2025-03-20 00:00:00+05:30,1122.2,1130.0,1043.75,1053.55,901022
2025-03-21 00:00:00+05:30,1061.9,1076.35,1010.15,1025.35,3020365
2025-03-24 00:00:00+05:30,1035.5,1083.9,1034.0,1048.15,926999
2025-03-25 00:00:00+05:30,1057.55,1063.45,999.0,1020.1,536683
2025-03-26 00:00:00+05:30,1025.0,1054.95,1000.55,1004.85,558594
2025-03-27 00:00:00+05:30,1009.75,1017.85,987.65,1002.15,391320
2025-03-28 00:00:00+05:30,1004.5,1017.95,998.7,1007.2,216017
2025-04-01 00:00:00+05:30,994.0,994.0,958.5,973.3,424175
2025-04-02 00:00:00+05:30,973.0,975.05,948.85,965.4,321831
2025-04-03 00:00:00+05:30,970.35,992.6,948.05,970.7,435860
2025-04-04 00:00:00+05:30,976.65,986.65,935.5,948.6,280391
2025-04-07 00:00:00+05:30,813.15,910.0,813.15,891.8,470956
2025-04-08 00:00:00+05:30,919.8,1063.0,904.25,1016.1,13420787
2025-04-09 00:00:00+05:30,995.0,1003.8,963.55,970.95,3025527
2025-04-11 00:00:00+05:30,972.05,982.95,943.05,965.4,744708
2025-04-15 00:00:00+05:30,973.5,1014.0,963.3,1000.3,599366
2025-04-16 00:00:00+05:30,995.6,998.9,979.0,991.9,339004
2025-04-17 00:00:00+05:30,992.0,1053.6,975.0,1040.7,1529936
2025-04-21 00:00:00+05:30,1043.0,1112.0,1033.0,1100.2,1846298
2025-04-22 00:00:00+05:30,1095.1,1180.0,1095.1,1144.2,2202163
2025-04-23 00:00:00+05:30,1144.2,1160.7,1111.6,1119.9,467782
2025-04-24 00:00:00+05:30,1114.2,1114.3,1055.0,1061.8,626078
2025-04-25 00:00:00+05:30,1068.0,1081.6,1022.0,1038.4,402988
2025-04-28 00:00:00+05:30,1038.4,1061.0,1019.8,1038.3,368626
2025-04-29 00:00:00+05:30,1043.0,1053.8,1011.0,1016.6,243460
2025-04-30 00:00:00+05:30,1020.0,1032.3,991.6,1000.5,322204
2025-05-02 00:00:00+05:30,1013.0,1013.0,978.5,996.9,260679
2025-05-05 00:00:00+05:30,1000.1,1025.9,983.0,1018.2,277762
2025-05-06 00:00:00+05:30,1021.9,1029.8,994.3,1000.4,188366
2025-05-07 00:00:00+05:30,980.5,1011.7,980.5,1006.4,168517
2025-05-08 00:00:00+05:30,1006.5,1025.0,997.3,999.9,152640
2025-05-09 00:00:00+05:30,977.0,995.7,977.0,993.1,95903
2025-05-12 00:00:00+05:30,1050.0,1054.6,980.5,989.6,341022
2025-05-13 00:00:00+05:30,989.9,994.8,963.3,970.1,594381
2025-05-14 00:00:00+05:30,975.4,982.4,922.6,931.1,573104
2025-05-15 00:00:00+05:30,935.7,939.4,885.0,891.2,764274
2025-05-16 00:00:00+05:30,898.2,913.6,889.4,909.8,660457
2025-05-19 00:00:00+05:30,920.0,942.2,898.5,922.1,715601
2025-05-20 00:00:00+05:30,930.0,933.9,914.4,923.1,191444
2025-05-21 00:00:00+05:30,931.2,954.0,919.1,934.0,481655
2025-05-22 00:00:00+05:30,935.0,937.1,927.1,930.1,90211
2025-05-23 00:00:00+05:30,930.1,936.1,906.0,911.0,170289
2025-05-26 00:00:00+05:30,915.0,945.0,911.5,935.8,316094
2025-05-27 00:00:00+05:30,935.0,970.3,923.5,955.2,439200
2025-05-28 00:00:00+05:30,955.9,957.4,944.7,947.4,154272
2025-05-29 00:00:00+05:30,949.0,956.9,939.0,951.0,109703
2025-05-30 00:00:00+05:30,951.0,959.9,940.0,956.3,158087
2025-06-02 00:00:00+05:30,957.0,965.65,936.0,961.9,349136
2025-06-03 00:00:00+05:30,965.0,968.35,950.0,962.9,145669
2025-06-04 00:00:00+05:30,963.0,973.95,952.05,964.2,123971
2025-06-05 00:00:00+05:30,968.1,993.95,964.2,972.0,245235
2025-06-06 00:00:00+05:30,979.8,980.1,958.4,975.0,277594
