Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
AFFLE.NS,1.32,9.21,54.93,EMA,10/20,0.09,100.0,-2.57,-17.05,1
AFFLE.NS,1.32,9.21,54.93,EMA,12/26,0.04,100.0,-2.44,-16.7,1
AFFLE.NS,1.32,9.21,54.93,EMA,50/100,0.0,0.0,-2.4,-16.7,0
AFFLE.NS,1.32,9.21,54.93,EMA,50/200,0.0,0.0,-2.4,-16.7,0
AFFLE.NS,1.32,9.21,54.93,EMA,20/50,-2.37,0.0,-2.36,-16.7,1
