Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
ZEEL.NS,1.41,11.15,45.63,EMA,10/20,0,0,-3.86,-22.85,0
ZEEL.NS,1.41,11.15,45.63,EMA,12/26,0,0,-3.86,-22.85,0
ZEEL.NS,1.41,11.15,45.63,EMA,20/50,0,0,-3.86,-22.85,0
ZEEL.NS,1.41,11.15,45.63,EMA,50/100,0,0,-3.86,-22.85,0
ZEEL.NS,1.41,11.15,45.63,EMA,50/200,0,0,-3.86,-22.85,0
