Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
HINDZINC.NS,2.67,11.63,73.17,EMA,50/200,0.99,50.0,4.2,-8.32,2
HINDZINC.NS,2.67,11.63,73.17,EMA,50/100,0.39,50.0,4.01,-8.32,2
HINDZINC.NS,2.67,11.63,73.17,EMA,20/50,-3.48,0.0,4.61,-8.32,2
HINDZINC.NS,2.67,11.63,73.17,EMA,10/20,-7.47,0.0,4.78,-8.14,3
HINDZINC.NS,2.67,11.63,73.17,EMA,12/26,-7.49,0.0,4.47,-8.14,3
