Symbol,Volatility,TrendStrength,Noise,MA_Type,MA_Pair,Return,WinRate,Sharpe,MaxDD,Trades
SYNGENE.NS,1.24,8.76,49.21,EMA,50/200,-0.15,0.0,-0.72,-8.82,1
SYNGENE.NS,1.24,8.76,49.21,EMA,50/100,-1.37,0.0,-1.02,-9.08,1
SYNGENE.NS,1.24,8.76,49.21,EMA,10/20,-2.26,0.0,-0.51,-8.82,2
SYNGENE.NS,1.24,8.76,49.21,EMA,12/26,-2.26,0.0,-0.51,-8.82,2
SYNGENE.NS,1.24,8.76,49.21,EMA,20/50,-3.72,0.0,-0.98,-8.84,2
