Date,Open,High,Low,Close,Volume,MA_Fast,MA_Slow,Signal,Crossover
2025-01-28 00:00:00+05:30,8426.45,8489.0,8361.35,8398.4,651069,8398.4,8398.4,0,
2025-01-29 00:00:00+05:30,8420.15,8807.0,8420.15,8625.85,802600,8439.754545454545,8420.061904761906,1,1.0
2025-01-30 00:00:00+05:30,8659.95,8824.3,8602.5,8747.8,322587,8495.762809917354,8451.275056689343,1,0.0
2025-01-31 00:00:00+05:30,8800.0,8959.9,8744.05,8847.8,315913,8559.769571750561,8489.039337004644,1,0.0
2025-02-01 00:00:00+05:30,8887.9,9178.0,8806.29,9155.0,418193,8667.993285977731,8552.464162051821,1,0.0
2025-02-03 00:00:00+05:30,9150.0,9150.0,8886.55,8926.55,667412,8715.003597618143,8588.091384713553,1,0.0
2025-02-04 00:00:00+05:30,8950.0,9059.65,8877.6,8911.4,440468,8750.712034414844,8618.8826814075,1,0.0
2025-02-05 00:00:00+05:30,8930.0,8968.0,8895.0,8927.8,329075,8782.909846339418,8648.303378416309,1,0.0
2025-02-06 00:00:00+05:30,8922.0,8961.65,8811.0,8846.35,580590,8794.444419732252,8667.16496142428,1,0.0
2025-02-07 00:00:00+05:30,8890.55,9026.0,8851.05,8989.4,244178,8829.890888871842,8697.854012717205,1,0.0
2025-02-10 00:00:00+05:30,8989.4,9069.8,8845.85,8880.55,192650,8839.10163634969,8715.253630553663,1,0.0
2025-02-11 00:00:00+05:30,8830.0,8877.45,8732.55,8762.0,282926,8825.083157013381,8719.70566573903,1,0.0
2025-02-12 00:00:00+05:30,8732.0,8819.4,8647.0,8711.6,411042,8804.449855738221,8718.933697573408,1,0.0
2025-02-13 00:00:00+05:30,8715.05,8777.05,8651.45,8691.35,206920,8783.886245603999,8716.306678756893,1,0.0
2025-02-14 00:00:00+05:30,8700.0,8722.7,8419.9,8506.5,369356,8733.452382766907,8696.325090303855,1,0.0
2025-02-17 00:00:00+05:30,8494.0,8552.05,8382.65,8537.15,224417,8697.76104044565,8681.165557893964,1,0.0
2025-02-18 00:00:00+05:30,8510.1,8550.0,8390.45,8446.6,206278,8652.095396728258,8658.825980951682,-1,-2.0
2025-02-19 00:00:00+05:30,8440.05,8527.7,8405.05,8479.5,200819,8620.714415504937,8641.747316099141,-1,0.0
2025-02-20 00:00:00+05:30,8459.95,8640.0,8459.9,8630.2,188845,8622.439067231313,8640.647571708747,-1,0.0
2025-02-21 00:00:00+05:30,8550.0,8614.0,8450.0,8506.05,222132,8601.2774186438,8627.828755355533,-1,0.0
2025-02-24 00:00:00+05:30,8450.5,8488.45,8341.6,8446.95,275998,8573.217887981291,8610.602207226435,-1,0.0
2025-02-25 00:00:00+05:30,8450.0,8468.1,8365.05,8417.9,237383,8544.978271984692,8592.249616062012,-1,0.0
2025-02-27 00:00:00+05:30,8360.1,8413.95,8183.4,8232.35,350992,8488.136767987475,8557.973462151343,-1,0.0
2025-02-28 00:00:00+05:30,8234.75,8234.75,7886.3,7902.9,580155,8381.730082898843,8495.585513375025,-1,0.0
2025-03-03 00:00:00+05:30,7934.95,7998.3,7679.6,7714.8,497052,8260.470067826325,8421.22498829169,-1,0.0
2025-03-04 00:00:00+05:30,7652.1,7680.0,7317.05,7333.3,1078953,8091.893691857902,8317.613084644861,-1,0.0
2025-03-05 00:00:00+05:30,7332.2,7443.3,7301.0,7420.3,749464,7969.785747883738,8232.154695631065,-1,0.0
2025-03-06 00:00:00+05:30,7481.0,7500.0,7376.95,7462.25,917093,7877.506520995785,8158.830438904297,-1,0.0
2025-03-07 00:00:00+05:30,7462.25,7624.0,7451.1,7574.75,942308,7822.459880814733,8103.203730437221,-1,0.0
2025-03-10 00:00:00+05:30,7573.0,7573.0,7352.0,7383.4,495241,7742.630811575691,8034.650994205104,-1,0.0
2025-03-11 00:00:00+05:30,7355.5,7515.95,7328.0,7499.95,412703,7698.507027652838,7983.727089995094,-1,0.0
2025-03-12 00:00:00+05:30,7499.95,7569.0,7429.85,7515.05,529286,7665.15120444323,7939.0911766622285,-1,0.0
2025-03-13 00:00:00+05:30,7545.25,7545.25,7415.0,7504.7,454776,7635.978258180825,7897.720588408683,-1,0.0
2025-03-17 00:00:00+05:30,7500.0,7611.0,7433.0,7486.05,286388,7608.71857487522,7858.513865703094,-1,0.0
2025-03-18 00:00:00+05:30,7523.4,7642.1,7512.85,7613.4,354990,7609.5697430797245,7835.169688017085,-1,0.0
2025-03-19 00:00:00+05:30,7674.0,7767.65,7619.25,7721.85,409356,7629.984335247047,7824.377336777363,-1,0.0
2025-03-20 00:00:00+05:30,7734.95,7951.95,7722.0,7920.0,606109,7682.71445611122,7833.484257084281,-1,0.0
2025-03-21 00:00:00+05:30,7969.0,8151.0,7938.0,8067.85,703280,7752.739100454633,7855.804804028636,-1,0.0
2025-03-24 00:00:00+05:30,8117.8,8213.95,8070.0,8125.55,453508,7820.522900371972,7881.494822692575,-1,0.0
2025-03-25 00:00:00+05:30,8160.0,8167.95,7952.0,8006.0,824076,7854.2460093952495,7893.352458626616,-1,0.0
2025-03-26 00:00:00+05:30,8014.35,8047.45,7910.0,7977.1,391366,7876.583098596113,7901.32841494789,-1,0.0
2025-03-27 00:00:00+05:30,7901.0,8039.1,7852.25,7974.3,651971,7894.349807942273,7908.278089714758,-1,0.0
2025-03-28 00:00:00+05:30,7970.4,8024.9,7810.75,7878.85,392400,7891.531661043678,7905.475414503829,-1,0.0
2025-04-01 00:00:00+05:30,7631.0,8048.0,7631.0,7993.05,283618,7909.989540853918,7913.81585121775,-1,0.0
2025-04-02 00:00:00+05:30,7962.0,8083.8,7945.0,8072.95,237191,7939.618715244113,7928.971484435107,1,2.0
2025-04-03 00:00:00+05:30,7940.05,7940.05,7840.0,7912.2,470005,7934.633494290638,7927.374200203193,1,0.0
2025-04-04 00:00:00+05:30,7880.0,7889.85,7652.25,7685.1,461228,7889.2637680559765,7904.300466850508,-1,-2.0
2025-04-07 00:00:00+05:30,7300.0,7357.55,7089.35,7306.8,469629,7783.3612647730715,7847.395660483793,-1,0.0
2025-04-08 00:00:00+05:30,7384.5,7529.85,7345.75,7498.05,259199,7731.486489359785,7814.124645199623,-1,0.0
2025-04-09 00:00:00+05:30,7525.45,7631.3,7460.5,7572.3,261256,7702.543491294369,7791.093726609183,-1,0.0
2025-04-11 00:00:00+05:30,7719.5,7779.95,7636.35,7768.85,290737,7714.5992201499375,7788.975276455927,-1,0.0
2025-04-15 00:00:00+05:30,8000.0,8040.0,7828.5,7995.5,387999,7765.672089213585,7808.644297745839,-1,0.0
2025-04-16 00:00:00+05:30,7999.0,7999.5,7864.5,7961.5,294161,7801.277163902025,7823.201983674807,-1,0.0
2025-04-17 00:00:00+05:30,7994.0,8055.0,7864.5,8018.0,274331,7840.681315919838,7841.754175705778,-1,0.0
2025-04-21 00:00:00+05:30,8010.0,8275.0,7950.0,8247.5,285132,7914.648349388957,7880.396635162371,1,2.0
2025-04-22 00:00:00+05:30,8186.0,8186.5,8075.0,8141.0,394636,7955.803194954601,7905.216003242145,1,0.0
2025-04-23 00:00:00+05:30,8111.0,8294.5,8051.0,8261.5,598686,8011.384432235583,7939.1478124571795,1,0.0
2025-04-24 00:00:00+05:30,8260.0,8328.0,8169.0,8201.5,322100,8045.950899101839,7964.133735080306,1,0.0
2025-04-25 00:00:00+05:30,8225.0,8259.5,7965.0,8034.0,508224,8043.77800835605,7970.787665072658,1,0.0
2025-04-28 00:00:00+05:30,8034.0,8134.5,7971.0,8096.0,282481,8053.272915927677,7982.7126493514525,1,0.0
2025-04-29 00:00:00+05:30,8136.5,8169.5,8020.0,8078.5,228383,8057.859658486281,7991.835254175124,1,0.0
2025-04-30 00:00:00+05:30,8060.0,8077.5,7977.5,8030.0,447067,8052.79426603423,7995.469991872731,1,0.0
2025-05-02 00:00:00+05:30,8000.0,8086.0,7803.0,7836.5,455898,8013.468035846187,7980.329992646756,1,0.0
2025-05-05 00:00:00+05:30,7869.5,7964.5,7850.0,7920.5,250175,7996.564756601426,7974.63189810897,1,0.0
2025-05-06 00:00:00+05:30,7930.0,8044.0,7910.0,7945.5,270568,7987.280255401167,7971.857431622401,1,0.0
2025-05-07 00:00:00+05:30,7915.5,7978.0,7811.5,7849.0,459640,7962.138390782772,7960.156723848839,1,0.0
2025-05-08 00:00:00+05:30,7850.5,7869.5,7670.0,7724.5,461725,7918.931410640449,7937.713226339426,-1,-2.0
2025-05-09 00:00:00+05:30,7620.0,7743.5,7612.0,7682.5,248982,7875.943881433094,7913.407204783291,-1,0.0
2025-05-12 00:00:00+05:30,7800.0,8048.5,7778.0,8039.5,296774,7905.6813575361675,7925.416042422978,-1,0.0
2025-05-13 00:00:00+05:30,8039.5,8109.0,7950.0,8063.0,407395,7934.284747075046,7938.519276477932,-1,0.0
