Date,Open,High,Low,Close,Volume,MA_Fast,MA_Slow,Signal,Crossover
2025-11-06 05:30:00,3019.0,3084.7,2986.1,3054.4,182466,3041.359080282225,3021.6388972710056,1,0.0
2025-11-07 05:30:00,3039.4,3051.0,2975.1,3015.4,57152,3036.639247503638,3021.044716578529,1,0.0
2025-11-10 05:30:00,3010.0,3054.0,2999.4,3024.4,53339,3034.413929775704,3021.364267380574,1,0.0
2025-11-11 05:30:00,3050.0,3060.0,3007.4,3049.3,25743,3037.120487998303,3024.024813344329,1,0.0
2025-11-12 05:30:00,3050.0,3120.3,3016.5,3077.6,71462,3044.4803992713387,3029.12721207344,1,0.0
2025-11-13 05:30:00,3060.0,3085.0,3046.2,3069.8,19048,3049.083963040186,3033.000810923589,1,0.0
2025-11-14 05:30:00,3054.5,3070.0,3012.6,3065.0,21270,3051.97778794197,3036.0483527403903,1,0.0
2025-11-17 05:30:00,3065.0,3139.5,3040.0,3122.6,48084,3064.8181901343387,3044.2913667651155,1,0.0
2025-11-18 05:30:00,3125.0,3133.8,3060.0,3098.3,89255,3070.905791928096,3049.4350461208187,1,0.0
2025-11-19 05:30:00,3098.3,3099.0,3043.6,3084.0,40866,3073.2865570320782,3052.7269464902647,1,0.0
2025-11-20 05:30:00,3081.6,3099.0,3052.0,3087.2,19295,3075.8162739353365,3056.0100944435726,1,0.0
2025-11-21 05:30:00,3056.3,3085.8,3033.1,3070.4,24026,3074.8314968561845,3057.3805616394225,1,0.0
2025-11-24 05:30:00,3060.2,3155.0,3044.5,3134.4,69674,3085.6621337914235,3064.7157462451914,1,0.0
2025-11-25 05:30:00,3100.0,3130.0,3064.1,3116.1,34205,3091.196291283892,3069.6094846980304,1,0.0
2025-11-26 05:30:00,3116.0,3145.0,3077.1,3137.5,27627,3099.615147414093,3076.0752480601227,1,0.0
2025-11-27 05:30:00,3149.8,3159.7,3115.3,3151.6,20219,3109.0669387933485,3083.2680815782064,1,0.0
2025-11-28 05:30:00,3179.0,3179.0,2800.5,3154.4,61489,3117.309313558194,3090.0425499993294,1,0.0
2025-12-01 05:30:00,3158.1,3170.1,3079.7,3150.8,40336,3123.3985292748857,3095.828973808917,1,0.0
2025-12-02 05:30:00,3120.9,3175.0,3111.6,3166.3,42969,3131.198796679452,3102.5405001128297,1,0.0
2025-12-03 05:30:00,3163.0,3163.1,3053.1,3075.9,26807,3121.1444700104603,3100.003309625893,1,0.0
2025-12-04 05:30:00,3075.9,3149.0,3054.0,3134.1,39860,3123.500020917649,3103.2506134710466,1,0.0
2025-12-05 05:30:00,3148.0,3148.0,3074.0,3093.7,20358,3118.0818352962583,3102.3410312357087,1,0.0
2025-12-08 05:30:00,3081.8,3109.4,2990.4,3015.3,19822,3099.3942288787566,3094.05140921326,1,0.0
2025-12-09 05:30:00,2985.0,3077.3,2940.1,3031.5,58914,3087.0498236280737,3088.0941321453306,-1,-2.0
2025-12-10 05:30:00,3012.5,3069.9,3003.9,3030.2,16844,3076.713492059333,3082.580405274347,-1,0.0
2025-12-11 05:30:00,3025.8,3055.7,2973.7,3040.7,15205,3070.165584412181,3078.5917952482187,-1,0.0
2025-12-12 05:30:00,3021.0,3076.8,3003.9,3054.2,23362,3067.2627508826936,3076.2687671293406,-1,0.0
2025-12-15 05:30:00,3090.0,3110.0,3036.8,3095.6,20650,3072.414977994931,3078.109836926546,-1,0.0
2025-12-16 05:30:00,3096.8,3100.1,3059.0,3084.8,17402,3074.6668001776707,3078.7469953144937,-1,0.0
2025-12-17 05:30:00,3070.0,3132.0,3039.8,3079.1,27987,3075.472836509003,3078.7806148083514,-1,0.0
2025-12-18 05:30:00,3080.0,3080.1,3000.0,3016.3,22754,3064.7141389619114,3072.8300800646984,-1,0.0
2025-12-19 05:30:00,3020.1,3037.0,3001.1,3032.7,23071,3058.893386423382,3069.0081676775844,-1,0.0
2025-12-22 05:30:00,3025.0,3097.0,3025.0,3081.0,20563,3062.91277071004,3070.1502469463862,-1,0.0
2025-12-23 05:30:00,3099.0,3109.5,3032.0,3040.2,19056,3058.7831760354866,3067.297842475302,-1,0.0
2025-12-24 05:30:00,3040.2,3076.0,3030.0,3067.2,16856,3060.313507665398,3067.288524144321,-1,0.0
2025-12-26 05:30:00,3094.0,3094.0,2981.3,2988.0,14547,3047.1655971807804,3059.737236130576,-1,0.0
2025-12-29 05:30:00,2979.0,3007.9,2936.0,2981.0,45500,3035.1354886024565,3052.238451737188,-1,0.0
2025-12-30 05:30:00,2956.0,3010.6,2940.1,2957.2,41626,3020.965399765646,3043.18717061936,-1,0.0
2025-12-31 05:30:00,2980.0,3036.0,2953.3,3003.1,19087,3017.7171452628013,3039.369344846088,-1,0.0
2026-01-01 05:30:00,2985.0,3056.0,2985.0,3041.2,11204,3021.986755215019,3039.543692955984,-1,0.0
2026-01-02 05:30:00,3041.2,3060.0,3021.8,3052.6,34058,3027.552799721379,3040.7871507697,-1,0.0
2026-01-05 05:30:00,3052.6,3105.0,3032.6,3086.7,71808,3038.3068361356736,3045.159803077347,-1,0.0
2026-01-06 05:30:00,3094.6,3094.6,3042.0,3071.4,79558,3044.3237750200965,3047.658869450933,-1,0.0
2026-01-07 05:30:00,3050.0,3081.6,3015.1,3031.7,20028,3042.02854319826,3046.1389771222725,-1,0.0
2026-01-08 05:30:00,3025.0,3061.3,2961.0,2981.0,24750,3030.93244443494,3039.9352650153896,-1,0.0
2026-01-09 05:30:00,2955.3,2979.3,2915.2,2945.6,23599,3015.4174545376777,3030.950954061543,-1,0.0
2026-01-12 05:30:00,2945.0,2979.4,2892.2,2968.0,28108,3006.7960991671907,3024.955625103301,-1,0.0
2026-01-13 05:30:00,2950.0,3058.0,2950.0,3040.0,15841,3012.8331720458827,3026.3884227125104,-1,0.0
2026-01-14 05:30:00,3001.0,3068.0,3001.0,3051.2,35871,3019.808958946631,3028.751430073224,-1,0.0
2026-01-16 05:30:00,3025.1,3047.9,2970.0,2990.5,19429,3014.480057319971,3025.1084367329167,-1,0.0
2026-01-19 05:30:00,2990.5,3008.0,2950.0,2990.6,8774,3010.13822871634,3021.821918948829,-1,0.0
2026-01-20 05:30:00,2986.6,3009.6,2940.0,2987.2,28947,3005.967641677005,3018.5245933346555,-1,0.0
2026-01-21 05:30:00,2945.4,3070.0,2932.0,3056.8,31525,3015.209888644822,3022.169870159926,-1,0.0
2026-01-22 05:30:00,3068.0,3129.0,3002.0,3034.3,31466,3018.680817982128,3023.3251206208856,-1,0.0
2026-01-23 05:30:00,3010.5,3075.0,2991.1,3030.4,20318,3020.811578349013,3023.998918656992,-1,0.0
2026-01-27 05:30:00,3070.0,3075.0,2960.0,2978.2,41718,3013.0640186491923,3019.637116880135,-1,0.0
2026-01-28 05:30:00,2970.0,3010.0,2911.0,2984.9,33447,3007.943287985703,3016.328820034408,-1,0.0
2026-01-29 05:30:00,2989.9,3001.2,2939.0,2946.7,13979,2996.8081447155755,3009.697503840655,-1,0.0
2026-01-30 05:30:00,2921.1,2984.7,2890.8,2941.6,87893,2986.7703002218345,3003.212027284402,-1,0.0
2026-02-01 05:30:00,2925.0,3046.5,2925.0,3030.4,23865,2994.702972908773,3005.801358019221,-1,0.0
2026-02-02 05:30:00,3003.1,3039.0,2989.4,3028.8,30651,3000.902432379906,3007.9917048745333,-1,0.0
