Date,Open,High,Low,Close,Volume,MA_Fast,MA_Slow,Signal,Crossover
2025-10-28 18:30:00,2554.0,2554.0,2512.3,2531.0,12645,2518.5082354008573,2523.2805022852044,-1,0.0
2025-10-29 18:30:00,2523.0,2543.9,2519.9,2537.3,13832,2521.9249198734287,2524.6156925437567,-1,0.0
2025-10-30 18:30:00,2537.3,2600.0,2535.6,2572.1,64165,2531.0476617146232,2529.1380075395896,1,2.0
2025-11-02 18:30:00,2575.0,2584.8,2551.0,2560.4,16524,2536.3844504937824,2532.1153401548668,1,0.0
2025-11-03 18:30:00,2560.0,2571.8,2488.0,2533.4,54664,2535.841823131276,2532.237688711546,1,0.0
2025-11-05 18:30:00,2490.1,2560.0,2490.1,2548.2,123018,2538.088764380135,2533.757908834256,1,0.0
2025-11-06 18:30:00,2524.0,2524.0,2466.1,2474.6,45978,2526.545352674656,2528.123822278613,-1,-2.0
2025-11-09 18:30:00,2474.6,2542.0,2450.0,2519.3,42453,2525.228015824718,2527.283458252078,-1,0.0
2025-11-10 18:30:00,2540.0,2582.5,2501.5,2566.0,85190,2532.6411038565875,2530.9707479423564,1,2.0
2025-11-11 18:30:00,2567.8,2571.0,2520.0,2538.9,36084,2533.779084973571,2531.7259148049893,1,0.0
2025-11-12 18:30:00,2550.0,2550.0,2500.0,2509.0,30304,2529.2737967965577,2529.561541966418,-1,-2.0
2025-11-13 18:30:00,2514.6,2633.0,2505.9,2621.7,109551,2546.0785610153653,2538.336633207712,1,2.0
2025-11-16 18:30:00,2625.0,2649.1,2581.0,2599.6,41127,2555.809731739844,2544.171239568883,1,0.0
2025-11-17 18:30:00,2613.2,2614.6,2540.0,2553.8,64647,2555.4443259689638,2545.0882643718464,1,0.0
2025-11-18 18:30:00,2557.0,2567.3,2535.2,2557.7,16067,2555.8544485200605,2546.2893820507184,1,0.0
2025-11-19 18:30:00,2558.6,2575.6,2522.8,2532.9,15857,2551.680912425504,2545.014202807793,1,0.0
2025-11-20 18:30:00,2553.4,2571.5,2500.0,2519.2,36993,2545.775291984503,2542.5557073022883,1,0.0
2025-11-23 18:30:00,2518.0,2528.2,2490.5,2518.4,16675,2540.797966169139,2540.255163749689,1,0.0
2025-11-24 18:30:00,2523.3,2529.9,2495.0,2525.9,17593,2538.089245047477,2538.888005297338,-1,-2.0
2025-11-25 18:30:00,2535.3,2575.0,2527.3,2549.4,22618,2540.145745947936,2539.889147649973,1,2.0
2025-11-26 18:30:00,2533.8,2554.7,2515.1,2521.8,11341,2536.810155775584,2538.166371683309,-1,-2.0
2025-11-27 18:30:00,2537.0,2538.9,2503.0,2510.0,10266,2531.9355819982047,2535.483860094422,-1,0.0
2025-11-30 18:30:00,2516.1,2516.1,2485.0,2494.6,13256,2525.1472943621675,2531.590159133049,-1,0.0
2025-12-01 18:30:00,2494.6,2510.7,2481.3,2503.4,9846,2521.193240841773,2528.9053820727586,-1,0.0
2025-12-02 18:30:00,2550.0,2665.9,2526.0,2609.0,1871777,2537.1581061432685,2536.533440922972,1,2.0
2025-12-03 18:30:00,2609.0,2639.8,2576.6,2631.5,118158,2554.3111777535837,2545.577875120784,1,0.0
2025-12-04 18:30:00,2628.2,2636.7,2580.3,2600.5,29219,2562.70914543475,2550.8085536807093,1,0.0
2025-12-07 18:30:00,2614.9,2625.0,2543.6,2578.1,44190,2565.507482628432,2553.407739044452,1,0.0
2025-12-08 18:30:00,2572.1,2572.1,2485.1,2536.8,47978,2560.287940332353,2551.8260496116463,1,0.0
2025-12-09 18:30:00,2536.8,2600.4,2495.0,2508.3,34737,2550.8355875446523,2547.6807115533943,1,0.0
2025-12-10 18:30:00,2504.1,2551.0,2492.0,2533.0,23770,2547.592753445625,2546.282548548309,1,0.0
