Date,Open,High,Low,Close,Volume,MA_Fast,MA_Slow,Signal,Crossover
2025-12-29 05:30:00,723.25,725.0,710.3,713.1,165644,730.8707442676317,733.1230109148343,-1,0.0
2025-12-30 05:30:00,713.15,715.05,686.6,693.85,546627,724.1396998553349,729.3827241610405,-1,0.0
2025-12-31 05:30:00,699.95,706.0,692.4,703.65,282881,720.4142998816376,726.9319885266557,-1,0.0
2026-01-01 05:30:00,705.25,708.0,700.0,701.15,130022,716.911699903158,724.4765610479266,-1,0.0
2026-01-02 05:30:00,704.45,705.0,698.0,699.35,127888,713.7186635571293,722.0835552338383,-1,0.0
2026-01-05 05:30:00,718.8,727.95,703.25,709.5,1111691,712.9516338194694,720.8851214020442,-1,0.0
2026-01-06 05:30:00,709.7,713.35,698.0,702.2,211521,710.9967913068385,719.1055860304209,-1,0.0
2026-01-07 05:30:00,701.0,715.55,697.0,704.75,375525,709.8610110692315,717.738387360857,-1,0.0
2026-01-08 05:30:00,704.0,723.2,696.4,718.45,541620,711.4226454202802,717.8061599931564,-1,0.0
2026-01-09 05:30:00,715.0,736.7,704.8,709.4,839467,711.054891707502,717.0055733271415,-1,0.0
2026-01-12 05:30:00,709.4,717.4,700.05,712.25,350595,711.2721841243198,716.5526615816996,-1,0.0
2026-01-13 05:30:00,713.0,721.0,705.9,713.4,1294351,711.6590597380798,716.2524080977282,-1,0.0
2026-01-14 05:30:00,705.2,717.9,705.2,709.8,719453,711.3210488766108,715.6378930408017,-1,0.0
2026-01-16 05:30:00,711.2,732.65,711.2,715.1,413118,712.0081308990451,715.5866651321539,-1,0.0
2026-01-19 05:30:00,715.0,723.9,706.1,719.7,434770,713.4066525537642,715.9784113100441,-1,0.0
2026-01-20 05:30:00,716.7,723.55,701.7,702.75,284319,711.4690793621706,714.7185626138494,-1,0.0
2026-01-21 05:30:00,698.0,703.4,677.0,698.4,554985,709.0928831145033,713.1644137934828,-1,0.0
2026-01-22 05:30:00,704.0,724.85,704.0,722.3,319570,711.4941770936844,714.0344696226749,-1,0.0
2026-01-23 05:30:00,731.35,739.5,697.55,704.75,565176,710.2679630766507,713.1502344205154,-1,0.0
2026-01-27 05:30:00,705.0,706.35,672.1,675.0,1029681,703.8556061536233,709.5168787614186,-1,0.0
2026-01-28 05:30:00,677.55,693.35,675.0,688.2,289574,701.00913230751,707.4866998317598,-1,0.0
2026-01-29 05:30:00,693.0,694.0,662.0,668.55,311167,695.1074718879626,703.7784427049255,-1,0.0
2026-01-30 05:30:00,665.0,672.0,648.2,650.2,760552,686.9424769992421,698.6757338758849,-1,0.0
2026-02-01 05:30:00,654.3,682.0,649.1,667.0,702004,683.3165720902889,695.6589973162769,-1,0.0
2026-02-02 05:30:00,672.4,675.0,659.15,672.1,334574,681.2771953466,693.4152832861553,-1,0.0
