Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA_Fast,MA_Slow,Signal,Crossover
2025-10-23 18:30:00,13000.0,13065.0,12821.0,12890.0,3905,0.0,0.0,13054.064226356391,13143.004778843986,-1,0.0
2025-10-26 18:30:00,12899.0,12990.0,12822.0,12914.0,10125,0.0,0.0,13028.598003382504,13121.194799906463,-1,0.0
2025-10-27 18:30:00,12900.0,13116.0,12880.0,12917.0,3278,0.0,0.0,13008.307457312956,13101.747676105846,-1,0.0
2025-10-28 18:30:00,12825.0,13096.0,12825.0,13023.0,2959,0.0,0.0,13010.9788287106,13094.2478974291,-1,0.0
2025-10-29 18:30:00,12900.0,13098.0,12775.0,12821.0,5541,0.0,0.0,12976.437223490491,13068.224288150135,-1,0.0
2025-10-30 18:30:00,12775.0,12900.0,12320.0,12424.0,34783,0.0,0.0,12875.994091946766,13006.8695940406,-1,0.0
2025-11-02 18:30:00,12424.0,12680.0,12403.0,12660.0,4118,0.0,0.0,12836.722438865536,12973.834394608162,-1,0.0
2025-11-03 18:30:00,12722.0,12964.0,12602.0,12852.0,18846,0.0,0.0,12839.50017725362,12962.231118931197,-1,0.0
2025-11-04 18:30:00,12852.0,12852.0,12852.0,12852.0,0,0.0,0.0,12841.772872298414,12951.732917128224,-1,0.0
2025-11-05 18:30:00,12650.0,12910.0,12302.0,12802.0,72371,0.0,0.0,12834.541440971429,12937.472639306488,-1,0.0
2025-11-06 18:30:00,12674.0,12808.0,12572.0,12680.0,37634,0.0,0.0,12806.44299715844,12912.951435563013,-1,0.0
2025-11-09 18:30:00,12780.0,12780.0,12485.0,12660.0,5819,0.0,0.0,12779.816997675089,12888.86082265225,-1,0.0
2025-11-10 18:30:00,12660.0,12660.0,12497.0,12599.0,3299,0.0,0.0,12746.94117991598,12861.2550300187,-1,0.0
2025-11-11 18:30:00,12606.0,12886.0,12572.0,12854.0,9295,0.0,0.0,12766.406419931256,12860.564074778824,-1,0.0
2025-11-12 18:30:00,12899.0,12993.0,12751.0,12800.0,45355,0.0,0.0,12772.514343580118,12854.796067657033,-1,0.0
2025-11-13 18:30:00,12940.0,12940.0,12526.0,12688.0,6847,0.0,0.0,12757.148099292825,12838.910727880171,-1,0.0
2025-11-16 18:30:00,12720.0,12854.0,12618.0,12699.0,4413,0.0,0.0,12746.575717603217,12825.585896653489,-1,0.0
2025-11-17 18:30:00,12750.0,12814.0,12575.0,12631.0,6968,0.0,0.0,12725.561950766269,12807.053906496012,-1,0.0
2025-11-18 18:30:00,12705.0,13144.0,12658.0,12963.0,43689,0.0,0.0,12768.7325051724,12821.905915401152,-1,0.0
2025-11-19 18:30:00,13000.0,13180.0,12832.0,13047.0,11542,0.0,0.0,12819.326595141054,12843.343447267707,-1,0.0
2025-11-20 18:30:00,12981.0,13040.0,12750.0,12962.0,8150,0.0,0.0,12845.267214206317,12854.64407133745,-1,0.0
2025-11-23 18:30:00,12851.0,13450.0,12800.0,12931.0,5666,0.0,0.0,12860.854993441531,12861.916064543408,-1,0.0
2025-11-24 18:30:00,12940.0,13008.0,12711.0,12787.0,5512,0.0,0.0,12847.426812815796,12854.781201253558,-1,0.0
2025-11-25 18:30:00,12850.0,13112.0,12775.0,12893.0,94448,0.0,0.0,12855.712846849288,12858.421086848455,-1,0.0
2025-11-26 18:30:00,12784.0,13150.0,12784.0,13095.0,37595,0.0,0.0,12899.219601967598,12880.952411910508,1,2.0
2025-11-27 18:30:00,13189.0,13348.0,12901.0,13204.0,12436,0.0,0.0,12954.634219791673,12911.718848871413,1,0.0
2025-11-30 18:30:00,13204.0,15297.0,13016.0,14827.0,240883,0.0,0.0,13295.06436164773,13094.126577550323,1,0.0
2025-12-01 18:30:00,14500.0,14779.0,14289.0,14413.0,49034,0.0,0.0,13498.325386802688,13219.73357016458,1,0.0
2025-12-02 18:30:00,14351.0,15240.0,14183.0,14787.0,80643,0.0,0.0,13732.62986192947,13368.997039672711,1,0.0
2025-12-03 18:30:00,14587.0,14949.0,14571.0,14865.0,18579,0.0,0.0,13938.515341578655,13511.473512084836,1,0.0
2025-12-04 18:30:00,14839.0,14930.0,14640.0,14793.0,14137,0.0,0.0,14093.876188564354,13633.523653791042,1,0.0
2025-12-07 18:30:00,14721.0,15090.0,14612.0,14717.0,19753,0.0,0.0,14207.1714270072,13736.711877239515,1,0.0
2025-12-08 18:30:00,14580.0,14699.0,14250.0,14401.0,26692,0.0,0.0,14242.41298573316,13799.977412740513,1,0.0
2025-12-09 18:30:00,14439.0,14753.0,14268.0,14361.0,39280,0.0,0.0,14263.974261054402,13853.408135336656,1,0.0
2025-12-10 18:30:00,14400.0,14400.0,14151.0,14248.0,7292,0.0,0.0,14261.0698499536,13890.98831292364,1,0.0
2025-12-11 18:30:00,14373.0,14394.0,14025.0,14122.0,5284,0.0,0.0,14235.784422689308,13912.989425978532,1,0.0
2025-12-14 18:30:00,14122.0,14695.0,14043.0,14631.0,14102,0.0,0.0,14307.64180038216,13981.371385409147,1,0.0
2025-12-15 18:30:00,14633.0,15097.0,14385.0,15030.0,74504,0.0,0.0,14438.979654858127,14081.240777274945,1,0.0
2025-12-16 18:30:00,14881.0,15285.0,14588.0,14705.0,29334,0.0,0.0,14487.346990338468,14140.646417534472,1,0.0
2025-12-17 18:30:00,14755.0,15145.0,14601.0,15022.0,48153,0.0,0.0,14584.556628458748,14224.58485395976,1,0.0
2025-12-18 18:30:00,15020.0,15848.0,14922.0,15567.0,57351,0.0,0.0,14763.1826960117,14352.4339154874,1,0.0
2025-12-21 18:30:00,15569.0,15653.0,15260.0,15329.0,23690,0.0,0.0,14866.05856946412,14445.440209250504,1,0.0
2025-12-22 18:30:00,15329.0,15359.0,14930.0,14986.0,7633,0.0,0.0,14887.866102288825,14496.92209408379,1,0.0
2025-12-23 18:30:00,14800.0,15086.0,14671.0,14802.0,23124,0.0,0.0,14872.254083690856,14525.977132742477,1,0.0
2025-12-25 18:30:00,14848.0,14973.0,14717.0,14767.0,14416,0.0,0.0,14853.116977565243,14548.931691528907,1,0.0
2025-12-28 18:30:00,14867.0,14956.0,14672.0,14762.0,14621,0.0,0.0,14836.550254371565,14569.223911383297,1,0.0
2025-12-29 18:30:00,14825.0,14922.0,14452.0,14826.0,17148,0.0,0.0,14834.632026304003,14593.67877696584,1,0.0
2025-12-30 18:30:00,14826.0,15077.0,14724.0,14878.0,14150,0.0,0.0,14842.517112430549,14620.75698868338,1,0.0
