Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-06-02 00:00:00+05:30,406.0,438.8999938964844,405.0,435.54998779296875,13347850,0.0,0.0
2025-06-03 00:00:00+05:30,431.20001220703125,436.8500061035156,415.29998779296875,435.20001220703125,2669763,0.0,0.0
2025-06-04 00:00:00+05:30,435.8999938964844,439.8999938964844,428.79998779296875,435.1499938964844,1352157,0.0,0.0
2025-06-05 00:00:00+05:30,433.1000061035156,436.5,430.1000061035156,431.6499938964844,618715,0.0,0.0
2025-06-06 00:00:00+05:30,431.6000061035156,434.45001220703125,425.6499938964844,432.45001220703125,653521,0.0,0.0
2025-06-09 00:00:00+05:30,430.0,435.5,427.25,434.75,885336,0.0,0.0
2025-06-10 00:00:00+05:30,435.0,435.3999938964844,422.1000061035156,424.29998779296875,521610,0.0,0.0
2025-06-11 00:00:00+05:30,428.8999938964844,428.8999938964844,413.1000061035156,417.04998779296875,638756,0.0,0.0
2025-06-12 00:00:00+05:30,417.75,418.3500061035156,410.0,412.54998779296875,246864,0.0,0.0
2025-06-13 00:00:00+05:30,400.0,408.3999938964844,393.45001220703125,402.3500061035156,450851,0.0,0.0
2025-06-16 00:00:00+05:30,402.0,403.0,388.79998779296875,400.04998779296875,351660,0.0,0.0
2025-06-17 00:00:00+05:30,399.8999938964844,411.29998779296875,398.1000061035156,409.75,446213,0.0,0.0
2025-06-18 00:00:00+05:30,409.75,409.75,392.29998779296875,397.6499938964844,267496,0.0,0.0
2025-06-19 00:00:00+05:30,397.6499938964844,398.0,382.5,390.20001220703125,568653,0.0,0.0
2025-06-20 00:00:00+05:30,390.1000061035156,395.0,388.5,393.5,387484,0.0,0.0
2025-06-23 00:00:00+05:30,387.0,390.3999938964844,384.0,389.3500061035156,244936,0.0,0.0
2025-06-24 00:00:00+05:30,389.3500061035156,403.0,389.3500061035156,400.95001220703125,264767,0.0,0.0
2025-06-25 00:00:00+05:30,400.95001220703125,406.0,397.95001220703125,405.04998779296875,284019,0.0,0.0
2025-06-26 00:00:00+05:30,405.95001220703125,406.04998779296875,399.54998779296875,402.6000061035156,159147,0.0,0.0
2025-06-27 00:00:00+05:30,404.70001220703125,411.6499938964844,398.5,410.1499938964844,234441,0.0,0.0
2025-06-30 00:00:00+05:30,406.0,408.8999938964844,396.54998779296875,405.1499938964844,928189,0.0,0.0
2025-07-01 00:00:00+05:30,405.45001220703125,408.20001220703125,401.0,405.1499938964844,345252,0.0,0.0
2025-07-02 00:00:00+05:30,404.95001220703125,410.0,401.6000061035156,408.75,272324,0.0,0.0
2025-07-03 00:00:00+05:30,405.0,412.5,404.0,408.70001220703125,493471,0.0,0.0
2025-07-04 00:00:00+05:30,409.1000061035156,409.5,400.0,401.6000061035156,77098,0.0,0.0
2025-07-07 00:00:00+05:30,398.0,409.0,398.0,406.54998779296875,224799,0.0,0.0
2025-07-08 00:00:00+05:30,412.5,430.0,406.54998779296875,427.79998779296875,1715672,0.0,0.0
2025-07-09 00:00:00+05:30,432.04998779296875,434.0,421.0,432.04998779296875,640994,0.0,0.0
2025-07-10 00:00:00+05:30,434.0,443.0,429.1499938964844,438.79998779296875,1558879,0.0,0.0
2025-07-11 00:00:00+05:30,439.1499938964844,443.29998779296875,431.95001220703125,434.8500061035156,537148,0.0,0.0
2025-07-14 00:00:00+05:30,436.95001220703125,439.3999938964844,430.0,436.1499938964844,394487,0.0,0.0
2025-07-15 00:00:00+05:30,432.0,441.8999938964844,431.79998779296875,435.29998779296875,520869,0.0,0.0
2025-07-16 00:00:00+05:30,434.8500061035156,454.0,433.95001220703125,452.0,1620138,0.0,0.0
2025-07-17 00:00:00+05:30,452.04998779296875,458.8999938964844,446.6499938964844,451.6000061035156,1334429,0.0,0.0
2025-07-18 00:00:00+05:30,450.0,463.0,444.54998779296875,461.0,1105101,0.0,0.0
2025-07-21 00:00:00+05:30,460.0,460.5,452.04998779296875,458.95001220703125,697027,0.0,0.0
2025-07-22 00:00:00+05:30,456.20001220703125,463.95001220703125,434.45001220703125,449.6000061035156,2430147,0.0,0.0
2025-07-23 00:00:00+05:30,454.5,474.3999938964844,453.04998779296875,465.3999938964844,2574898,0.0,0.0
2025-07-24 00:00:00+05:30,470.0,474.0,446.0,447.29998779296875,572167,0.0,0.0
2025-07-25 00:00:00+05:30,448.0,454.0,438.79998779296875,445.04998779296875,519556,0.0,0.0
2025-07-28 00:00:00+05:30,445.0,448.6000061035156,425.0,427.25,323017,0.0,0.0
2025-07-29 00:00:00+05:30,422.0,430.8500061035156,413.04998779296875,418.3999938964844,283827,0.0,0.0
2025-07-30 00:00:00+05:30,419.95001220703125,426.75,417.6499938964844,422.70001220703125,106559,0.0,0.0
2025-07-31 00:00:00+05:30,418.0,423.95001220703125,410.3999938964844,413.79998779296875,154822,0.0,0.0
2025-08-01 00:00:00+05:30,413.1000061035156,421.54998779296875,410.1000061035156,413.45001220703125,135456,0.0,0.0
2025-08-04 00:00:00+05:30,417.8999938964844,428.5,413.1000061035156,425.3500061035156,155337,0.0,0.0
2025-08-05 00:00:00+05:30,424.0,428.6499938964844,420.75,426.25,241718,0.0,0.0
2025-08-06 00:00:00+05:30,426.0,427.5,415.0,420.54998779296875,513593,0.0,0.0
2025-08-07 00:00:00+05:30,416.0,429.95001220703125,416.0,429.20001220703125,136289,0.0,0.0
2025-08-08 00:00:00+05:30,428.8999938964844,442.29998779296875,424.0,434.6499938964844,327627,0.0,0.0
2025-08-11 00:00:00+05:30,430.6499938964844,432.79998779296875,425.70001220703125,427.6000061035156,144988,0.0,0.0
2025-08-12 00:00:00+05:30,427.8999938964844,441.0,427.8999938964844,432.25,276326,0.0,0.0
2025-08-13 00:00:00+05:30,430.29998779296875,439.79998779296875,430.29998779296875,437.3999938964844,158442,0.0,0.0
2025-08-14 00:00:00+05:30,436.95001220703125,441.0,434.79998779296875,439.20001220703125,144649,0.0,0.0
2025-08-18 00:00:00+05:30,438.04998779296875,446.0,438.04998779296875,442.5,246506,0.0,0.0
2025-08-19 00:00:00+05:30,442.0,448.75,440.1000061035156,441.8999938964844,253021,0.0,0.0
2025-08-20 00:00:00+05:30,440.04998779296875,449.5,432.0,434.25,216018,0.0,0.0
2025-08-21 00:00:00+05:30,434.25,436.3999938964844,425.1499938964844,426.0,236847,0.0,0.0
2025-08-22 00:00:00+05:30,424.8999938964844,425.0,418.0,420.6499938964844,252774,0.0,0.0
2025-08-25 00:00:00+05:30,421.0,423.6000061035156,413.29998779296875,417.5,178667,0.0,0.0
2025-08-26 00:00:00+05:30,417.5,418.0,405.6499938964844,409.54998779296875,128707,0.0,0.0
2025-08-28 00:00:00+05:30,405.5,406.0,395.1499938964844,396.6499938964844,460425,0.0,0.0
2025-08-29 00:00:00+05:30,400.0,407.25,392.6000061035156,399.45001220703125,431294,0.0,0.0
2025-09-01 00:00:00+05:30,399.0,410.1499938964844,392.0,405.29998779296875,542011,0.0,0.0
2025-09-02 00:00:00+05:30,411.0,421.29998779296875,405.29998779296875,419.20001220703125,348490,0.0,0.0
2025-09-03 00:00:00+05:30,419.20001220703125,420.0,411.45001220703125,412.6000061035156,87302,0.0,0.0
2025-09-04 00:00:00+05:30,412.0,422.3500061035156,410.0,411.1499938964844,109551,0.0,0.0
2025-09-05 00:00:00+05:30,410.0,417.95001220703125,404.04998779296875,410.79998779296875,84959,0.0,0.0
2025-09-08 00:00:00+05:30,411.95001220703125,414.0,403.1499938964844,404.20001220703125,84973,0.0,0.0
2025-09-09 00:00:00+05:30,405.95001220703125,408.04998779296875,399.0,400.5,73253,0.0,0.0
2025-09-10 00:00:00+05:30,404.95001220703125,419.0,400.0,416.54998779296875,330700,0.0,0.0
2025-09-11 00:00:00+05:30,416.79998779296875,424.70001220703125,409.1000061035156,410.95001220703125,145773,0.0,0.0
2025-09-12 00:00:00+05:30,411.95001220703125,432.5,410.5,419.6000061035156,390762,0.0,0.0
2025-09-15 00:00:00+05:30,418.95001220703125,424.6499938964844,409.0,419.6499938964844,1931404,0.0,0.0
2025-09-16 00:00:00+05:30,421.8999938964844,421.8999938964844,409.54998779296875,413.0,887586,0.0,0.0
2025-09-17 00:00:00+05:30,413.0,428.8999938964844,411.3999938964844,428.0,1648107,0.0,0.0
2025-09-18 00:00:00+05:30,428.0,434.75,420.04998779296875,423.25,394188,0.0,0.0
2025-09-19 00:00:00+05:30,428.70001220703125,431.0,418.3500061035156,419.75,185567,0.0,0.0
2025-09-22 00:00:00+05:30,421.45001220703125,434.79998779296875,412.45001220703125,432.0,1208690,0.0,0.0
2025-09-23 00:00:00+05:30,431.04998779296875,445.8500061035156,425.04998779296875,437.45001220703125,783363,0.0,0.0
2025-09-24 00:00:00+05:30,439.0,439.54998779296875,428.25,430.3999938964844,250572,0.0,0.0
2025-09-25 00:00:00+05:30,430.0,439.1000061035156,430.0,431.04998779296875,226868,0.0,0.0
2025-09-26 00:00:00+05:30,428.25,431.79998779296875,417.5,419.45001220703125,149704,0.0,0.0
2025-09-29 00:00:00+05:30,424.79998779296875,424.79998779296875,403.6499938964844,414.8999938964844,1143573,0.0,0.0
2025-09-30 00:00:00+05:30,414.8999938964844,419.3999938964844,404.0,413.0,357523,0.0,0.0
2025-10-01 00:00:00+05:30,417.95001220703125,434.6000061035156,413.70001220703125,431.79998779296875,404508,0.0,0.0
2025-10-03 00:00:00+05:30,431.95001220703125,434.0,423.0,431.54998779296875,666275,0.0,0.0
2025-10-06 00:00:00+05:30,435.0,439.0,424.3500061035156,425.6499938964844,292304,0.0,0.0
2025-10-07 00:00:00+05:30,430.0,430.0,417.1499938964844,419.8999938964844,212543,0.0,0.0
2025-10-08 00:00:00+05:30,419.8999938964844,432.0,418.95001220703125,430.1000061035156,168958,0.0,0.0
2025-10-09 00:00:00+05:30,433.0,449.0,426.5,446.04998779296875,738679,0.0,0.0
2025-10-10 00:00:00+05:30,448.5,457.0,443.8999938964844,452.8500061035156,1116213,0.0,0.0
2025-10-13 00:00:00+05:30,449.8999938964844,472.0,446.25,465.3999938964844,1685998,0.0,0.0
2025-10-14 00:00:00+05:30,469.0,473.95001220703125,427.45001220703125,438.95001220703125,4111860,0.0,0.0
2025-10-15 00:00:00+05:30,446.75,448.6499938964844,430.70001220703125,440.6499938964844,1649792,0.0,0.0
2025-10-16 00:00:00+05:30,440.95001220703125,456.79998779296875,437.0,438.79998779296875,994268,0.0,0.0
2025-10-17 00:00:00+05:30,439.6000061035156,449.79998779296875,438.3999938964844,441.6499938964844,288308,0.0,0.0
2025-10-20 00:00:00+05:30,441.6499938964844,442.04998779296875,434.25,437.8999938964844,284301,0.0,0.0
2025-10-21 00:00:00+05:30,441.70001220703125,442.8500061035156,437.75,440.29998779296875,65836,0.0,0.0
2025-10-23 00:00:00+05:30,440.70001220703125,446.54998779296875,433.20001220703125,435.25,314904,0.0,0.0
2025-10-24 00:00:00+05:30,438.0,438.79998779296875,427.5,428.70001220703125,314217,0.0,0.0
2025-10-27 00:00:00+05:30,429.45001220703125,436.04998779296875,426.3500061035156,432.54998779296875,262502,0.0,0.0
2025-10-28 00:00:00+05:30,435.20001220703125,435.8999938964844,425.95001220703125,428.6499938964844,216634,0.0,0.0
2025-10-29 00:00:00+05:30,428.6499938964844,433.45001220703125,422.29998779296875,428.70001220703125,1037776,0.0,0.0
2025-10-30 00:00:00+05:30,429.1499938964844,441.1499938964844,419.8500061035156,436.25,904269,0.0,0.0
2025-10-31 00:00:00+05:30,430.1000061035156,445.0,430.1000061035156,433.70001220703125,459389,0.0,0.0
2025-11-03 00:00:00+05:30,431.29998779296875,441.70001220703125,429.0,435.95001220703125,180487,0.0,0.0
2025-11-04 00:00:00+05:30,439.0,443.70001220703125,435.75,440.25,442445,0.0,0.0
2025-11-06 00:00:00+05:30,437.0,437.79998779296875,416.0,421.8999938964844,450031,0.0,0.0
2025-11-07 00:00:00+05:30,415.04998779296875,439.8999938964844,413.54998779296875,436.6000061035156,400791,0.0,0.0
2025-11-10 00:00:00+05:30,436.25,442.0,425.1499938964844,438.70001220703125,265694,0.0,0.0
2025-11-11 00:00:00+05:30,431.04998779296875,437.8500061035156,427.1000061035156,431.5,178993,0.0,0.0
